domain,name,min,max,avg,total,count
intel_gpu_plugin,pass::SkippedBranchMemoryDependencies,39399,286100,162749.5,325499,2
intel_gpu_plugin,pass::OooqMemoryDependencies,77600,406200,241900.0,483800,2
intel_gpu_plugin,pass::build_implementations,186000,5064199,2625099.5,5250199,2
intel_gpu_plugin,set_arguments: constant:sub_block1.conv3.weight,2000,2000,2000.0,2000,1
intel_gpu_plugin,set_arguments: constant:sub_block1.conv2.weight,1199,1199,1199.0,1199,1
intel_gpu_plugin,set_arguments: constant:sub_block1.conv1.weight,1099,1099,1099.0,1099,1
intel_gpu_plugin,set_arguments: constant:final_block3.conv4.weight,1101,1101,1101.0,1101,1
intel_gpu_plugin,set_arguments: constant:final_block3.conv3.weight,2900,2900,2900.0,2900,1
intel_gpu_plugin,set_arguments: constant:final_block3.conv2.weight,3500,3500,3500.0,3500,1
intel_gpu_plugin,set_arguments: constant:final_block3.conv1.weight,2701,2701,2701.0,2701,1
intel_gpu_plugin,set_arguments: constant:final_block2.conv4.weight,2300,2300,2300.0,2300,1
intel_gpu_plugin,set_arguments: constant:final_block2.conv3.weight,1599,1599,1599.0,1599,1
intel_gpu_plugin,set_arguments: constant:final_block2.conv2.weight,1301,1301,1301.0,1301,1
intel_gpu_plugin,set_arguments: constant:final_block2.conv1.weight,1401,1401,1401.0,1401,1
intel_gpu_plugin,set_arguments: constant:final_block1.conv4.weight,1100,1100,1100.0,1100,1
intel_gpu_plugin,set_arguments: constant:final_block1.conv3.weight,1100,1100,1100.0,1100,1
intel_gpu_plugin,set_arguments: constant:final_block1.conv2.weight,1801,1801,1801.0,1801,1
intel_gpu_plugin,set_arguments: constant:final_block1.conv1.weight,1900,1900,1900.0,1900,1
intel_gpu_plugin,set_arguments: constant:conv_transpose.weight,2200,2200,2200.0,2200,1
intel_gpu_plugin,set_arguments: constant:conv8.weight,1800,1800,1800.0,1800,1
intel_gpu_plugin,set_arguments: constant:conv7.weight,1401,1401,1401.0,1401,1
intel_gpu_plugin,set_arguments: constant:conv6_1.weight,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:conv5_3.weight,1000,1000,1000.0,1000,1
intel_gpu_plugin,set_arguments: constant:conv5_1.weight,1101,1101,1101.0,1101,1
intel_gpu_plugin,set_arguments: constant:conv4_3.weight,1000,1000,1000.0,1000,1
intel_gpu_plugin,set_arguments: constant:conv4_1.weight,2699,2699,2699.0,2699,1
intel_gpu_plugin,set_arguments: constant:conv3_3.weight,1800,1800,1800.0,1800,1
intel_gpu_plugin,set_arguments: constant:conv3_2.weight,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:conv3_1.weight,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:conv2_1.weight,1000,1000,1000.0,1000,1
intel_gpu_plugin,set_arguments: constant:conv1.weight,1200,1200,1200.0,1200,1
intel_gpu_plugin,set_arguments: constant:block4.sub_block.conv3.weight,1299,1299,1299.0,1299,1
intel_gpu_plugin,set_arguments: constant:block4.sub_block.conv2.weight,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:block4.sub_block.conv1.weight,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:block4.conv1.weight,1801,1801,1801.0,1801,1
intel_gpu_plugin,set_arguments: constant:block3.sub_block.conv3.weight,3000,3000,3000.0,3000,1
intel_gpu_plugin,set_arguments: constant:block3.sub_block.conv2.weight,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:block3.sub_block.conv1.weight,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:block3.conv1.weight,1599,1599,1599.0,1599,1
intel_gpu_plugin,set_arguments: constant:block2.sub_block.conv3.weight,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:block2.sub_block.conv2.weight,1299,1299,1299.0,1299,1
intel_gpu_plugin,set_arguments: constant:block2.sub_block.conv1.weight,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:block2.conv1.weight,1000,1000,1000.0,1000,1
intel_gpu_plugin,set_arguments: constant:block1.sub_block.conv3.weight,1301,1301,1301.0,1301,1
intel_gpu_plugin,set_arguments: constant:block1.sub_block.conv2.weight,1000,1000,1000.0,1000,1
intel_gpu_plugin,set_arguments: constant:block1.sub_block.conv1.weight,1001,1001,1001.0,1001,1
intel_gpu_plugin,set_arguments: constant:block1.conv1.weight,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:Reshape_873,2300,2300,2300.0,2300,1
intel_gpu_plugin,set_arguments: constant:Reshape_744,1499,1499,1499.0,1499,1
intel_gpu_plugin,set_arguments: constant:Reshape_615,1600,1600,1600.0,1600,1
intel_gpu_plugin,set_arguments: constant:Reshape_486,1801,1801,1801.0,1801,1
intel_gpu_plugin,set_arguments: constant:Reshape_43,9400,9400,9400.0,9400,1
intel_gpu_plugin,set_arguments: constant:Reshape_358,1600,1600,1600.0,1600,1
intel_gpu_plugin,set_arguments: constant:Reshape_264,3500,3500,3500.0,3500,1
intel_gpu_plugin,set_arguments: constant:Reshape_171,4099,4099,4099.0,4099,1
intel_gpu_plugin,set_arguments: constant:Reshape_1363,2101,2101,2101.0,2101,1
intel_gpu_plugin,set_arguments: constant:Reshape_1228,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:Reshape_1093,1399,1399,1399.0,1399,1
intel_gpu_plugin,set_arguments: constant:sub_block1.conv3.weight_weights_reorder_16,46101,98100,72100.5,144201,2
intel_gpu_plugin,set_arguments: constant:sub_block1.conv2.weight_weights_reorder_15,17200,26300,21750.0,43500,2
intel_gpu_plugin,set_arguments: constant:sub_block1.conv1.weight_weights_reorder_14,12300,25800,19050.0,38100,2
intel_gpu_plugin,set_arguments: constant:final_block3.conv4.weight_weights_reorder_52,17400,28199,22799.5,45599,2
intel_gpu_plugin,set_arguments: constant:final_block3.conv3.weight_weights_reorder_51,18299,28700,23499.5,46999,2
intel_gpu_plugin,set_arguments: constant:final_block3.conv2.weight_weights_reorder_50,17000,26300,21650.0,43300,2
intel_gpu_plugin,set_arguments: constant:final_block3.conv1.weight_weights_reorder_49,13601,29201,21401.0,42802,2
intel_gpu_plugin,set_arguments: constant:final_block2.conv4.weight_weights_reorder_47,16000,28200,22100.0,44200,2
intel_gpu_plugin,set_arguments: constant:final_block2.conv3.weight_weights_reorder_46,12099,27601,19850.0,39700,2
intel_gpu_plugin,set_arguments: constant:final_block2.conv2.weight_weights_reorder_45,13501,27700,20600.5,41201,2
intel_gpu_plugin,set_arguments: constant:final_block2.conv1.weight_weights_reorder_44,10799,25900,18349.5,36699,2
intel_gpu_plugin,set_arguments: constant:final_block1.conv4.weight_weights_reorder_42,13701,31400,22550.5,45101,2
intel_gpu_plugin,set_arguments: constant:final_block1.conv3.weight_weights_reorder_41,17499,27100,22299.5,44599,2
intel_gpu_plugin,set_arguments: constant:final_block1.conv2.weight_weights_reorder_40,13900,25500,19700.0,39400,2
intel_gpu_plugin,set_arguments: constant:final_block1.conv1.weight_weights_reorder_39,16400,32399,24399.5,48799,2
intel_gpu_plugin,set_arguments: constant:conv_transpose.weight_reorder_fmt,17000,23200,20100.0,40200,2
intel_gpu_plugin,set_arguments: constant:conv8.weight_weights_reorder_37,19100,28899,23999.5,47999,2
intel_gpu_plugin,set_arguments: constant:conv7.weight_weights_reorder_38,21600,25700,23650.0,47300,2
intel_gpu_plugin,set_arguments: constant:conv6_1.weight_weights_reorder_12,14399,29301,21850.0,43700,2
intel_gpu_plugin,set_arguments: constant:conv5_3.weight_weights_reorder_11,13301,35600,24450.5,48901,2
intel_gpu_plugin,set_arguments: constant:conv5_1.weight_weights_reorder_9,17600,27599,22599.5,45199,2
intel_gpu_plugin,set_arguments: constant:conv4_3.weight_weights_reorder_8,12300,27300,19800.0,39600,2
intel_gpu_plugin,set_arguments: constant:conv4_1.weight_weights_reorder_6,14700,35000,24850.0,49700,2
intel_gpu_plugin,set_arguments: constant:conv3_3.weight_weights_reorder_5,18600,25500,22050.0,44100,2
intel_gpu_plugin,set_arguments: constant:conv3_2.weight_weights_reorder_4,12299,30301,21300.0,42600,2
intel_gpu_plugin,set_arguments: constant:conv3_1.weight_weights_reorder_3,10700,23701,17200.5,34401,2
intel_gpu_plugin,set_arguments: constant:conv2_1.weight_weights_reorder_1,11500,28999,20249.5,40499,2
intel_gpu_plugin,set_arguments: constant:conv1.weight_weights_reorder_0,14500,23900,19200.0,38400,2
intel_gpu_plugin,set_arguments: constant:block4.sub_block.conv3.weight_weights_reorder_36,17399,53101,35250.0,70500,2
intel_gpu_plugin,set_arguments: constant:block4.sub_block.conv2.weight_weights_reorder_35,17600,22700,20150.0,40300,2
intel_gpu_plugin,set_arguments: constant:block4.sub_block.conv1.weight_weights_reorder_34,16399,28099,22249.0,44498,2
intel_gpu_plugin,set_arguments: constant:block4.conv1.weight_weights_reorder_32,14300,21400,17850.0,35700,2
intel_gpu_plugin,set_arguments: constant:block3.sub_block.conv3.weight_weights_reorder_31,21300,27801,24550.5,49101,2
intel_gpu_plugin,set_arguments: constant:block3.sub_block.conv2.weight_weights_reorder_30,16399,29001,22700.0,45400,2
intel_gpu_plugin,set_arguments: constant:block3.sub_block.conv1.weight_weights_reorder_29,12000,24300,18150.0,36300,2
intel_gpu_plugin,set_arguments: constant:block3.conv1.weight_weights_reorder_27,17200,24300,20750.0,41500,2
intel_gpu_plugin,set_arguments: constant:block2.sub_block.conv3.weight_weights_reorder_26,16600,25900,21250.0,42500,2
intel_gpu_plugin,set_arguments: constant:block2.sub_block.conv2.weight_weights_reorder_25,13199,29199,21199.0,42398,2
intel_gpu_plugin,set_arguments: constant:block2.sub_block.conv1.weight_weights_reorder_24,14401,27200,20800.5,41601,2
intel_gpu_plugin,set_arguments: constant:block2.conv1.weight_weights_reorder_22,12799,35000,23899.5,47799,2
intel_gpu_plugin,set_arguments: constant:block1.sub_block.conv3.weight_weights_reorder_21,13001,31500,22250.5,44501,2
intel_gpu_plugin,set_arguments: constant:block1.sub_block.conv2.weight_weights_reorder_20,16200,25400,20800.0,41600,2
intel_gpu_plugin,set_arguments: constant:block1.sub_block.conv1.weight_weights_reorder_19,13001,18701,15851.0,31702,2
intel_gpu_plugin,set_arguments: constant:block1.conv1.weight_weights_reorder_17,11701,25400,18550.5,37101,2
intel_gpu_plugin,set_arguments: constant:Reshape_873_weights_reorder_33,11500,29300,20400.0,40800,2
intel_gpu_plugin,set_arguments: constant:Reshape_744_weights_reorder_28,14400,59101,36750.5,73501,2
intel_gpu_plugin,set_arguments: constant:Reshape_615_weights_reorder_23,12100,28100,20100.0,40200,2
intel_gpu_plugin,set_arguments: constant:Reshape_486_weights_reorder_18,16100,25201,20650.5,41301,2
intel_gpu_plugin,set_arguments: constant:Reshape_43_weights_reorder_2,15200,25300,20250.0,40500,2
intel_gpu_plugin,set_arguments: constant:Reshape_358_weights_reorder_13,23500,34400,28950.0,57900,2
intel_gpu_plugin,set_arguments: constant:Reshape_264_weights_reorder_10,22700,34000,28350.0,56700,2
intel_gpu_plugin,set_arguments: constant:Reshape_171_weights_reorder_7,26300,26500,26400.0,52800,2
intel_gpu_plugin,set_arguments: constant:Reshape_1363_weights_reorder_53,15000,29500,22250.0,44500,2
intel_gpu_plugin,set_arguments: constant:Reshape_1228_weights_reorder_48,13600,22401,18000.5,36001,2
intel_gpu_plugin,set_arguments: constant:Reshape_1093_weights_reorder_43,12201,31700,21950.5,43901,2
intel_gpu_plugin,constant:sub_block1.conv3.weight::prepare,16800,16800,16800.0,16800,1
intel_gpu_plugin,constant:sub_block1.conv3.weight::execute,2999,2999,2999.0,2999,1
intel_gpu_plugin,constant:sub_block1.conv2.weight::prepare,12800,12800,12800.0,12800,1
intel_gpu_plugin,constant:sub_block1.conv2.weight::execute,3000,3000,3000.0,3000,1
intel_gpu_plugin,constant:sub_block1.conv1.weight::prepare,10400,10400,10400.0,10400,1
intel_gpu_plugin,constant:sub_block1.conv1.weight::execute,2799,2799,2799.0,2799,1
intel_gpu_plugin,constant:final_block3.conv4.weight::prepare,9900,9900,9900.0,9900,1
intel_gpu_plugin,constant:final_block3.conv4.weight::execute,3000,3000,3000.0,3000,1
intel_gpu_plugin,constant:final_block3.conv3.weight::prepare,14101,14101,14101.0,14101,1
intel_gpu_plugin,constant:final_block3.conv3.weight::execute,3001,3001,3001.0,3001,1
intel_gpu_plugin,constant:final_block3.conv2.weight::prepare,8800,8800,8800.0,8800,1
intel_gpu_plugin,constant:final_block3.conv2.weight::execute,2400,2400,2400.0,2400,1
intel_gpu_plugin,constant:final_block3.conv1.weight::prepare,11400,11400,11400.0,11400,1
intel_gpu_plugin,constant:final_block3.conv1.weight::execute,4100,4100,4100.0,4100,1
intel_gpu_plugin,constant:final_block2.conv4.weight::prepare,14800,14800,14800.0,14800,1
intel_gpu_plugin,constant:final_block2.conv4.weight::execute,3000,3000,3000.0,3000,1
intel_gpu_plugin,constant:final_block2.conv3.weight::prepare,10800,10800,10800.0,10800,1
intel_gpu_plugin,constant:final_block2.conv3.weight::execute,3101,3101,3101.0,3101,1
intel_gpu_plugin,constant:final_block2.conv2.weight::prepare,16101,16101,16101.0,16101,1
intel_gpu_plugin,constant:final_block2.conv2.weight::execute,6200,6200,6200.0,6200,1
intel_gpu_plugin,constant:final_block2.conv1.weight::prepare,13800,13800,13800.0,13800,1
intel_gpu_plugin,constant:final_block2.conv1.weight::execute,2400,2400,2400.0,2400,1
intel_gpu_plugin,constant:final_block1.conv4.weight::prepare,11099,11099,11099.0,11099,1
intel_gpu_plugin,constant:final_block1.conv4.weight::execute,2499,2499,2499.0,2499,1
intel_gpu_plugin,constant:final_block1.conv3.weight::prepare,14000,14000,14000.0,14000,1
intel_gpu_plugin,constant:final_block1.conv3.weight::execute,3700,3700,3700.0,3700,1
intel_gpu_plugin,constant:final_block1.conv2.weight::prepare,10799,10799,10799.0,10799,1
intel_gpu_plugin,constant:final_block1.conv2.weight::execute,2200,2200,2200.0,2200,1
intel_gpu_plugin,constant:final_block1.conv1.weight::prepare,15000,15000,15000.0,15000,1
intel_gpu_plugin,constant:final_block1.conv1.weight::execute,3601,3601,3601.0,3601,1
intel_gpu_plugin,constant:conv_transpose.weight::prepare,12500,12500,12500.0,12500,1
intel_gpu_plugin,constant:conv_transpose.weight::execute,3000,3000,3000.0,3000,1
intel_gpu_plugin,constant:conv8.weight::prepare,10500,10500,10500.0,10500,1
intel_gpu_plugin,constant:conv8.weight::execute,2800,2800,2800.0,2800,1
intel_gpu_plugin,constant:conv7.weight::prepare,13201,13201,13201.0,13201,1
intel_gpu_plugin,constant:conv7.weight::execute,3400,3400,3400.0,3400,1
intel_gpu_plugin,constant:conv6_1.weight::prepare,11300,11300,11300.0,11300,1
intel_gpu_plugin,constant:conv6_1.weight::execute,3099,3099,3099.0,3099,1
intel_gpu_plugin,constant:conv5_3.weight::prepare,8600,8600,8600.0,8600,1
intel_gpu_plugin,constant:conv5_3.weight::execute,2500,2500,2500.0,2500,1
intel_gpu_plugin,constant:conv5_1.weight::prepare,11800,11800,11800.0,11800,1
intel_gpu_plugin,constant:conv5_1.weight::execute,2599,2599,2599.0,2599,1
intel_gpu_plugin,constant:conv4_3.weight::prepare,11000,11000,11000.0,11000,1
intel_gpu_plugin,constant:conv4_3.weight::execute,3199,3199,3199.0,3199,1
intel_gpu_plugin,constant:conv4_1.weight::prepare,14099,14099,14099.0,14099,1
intel_gpu_plugin,constant:conv4_1.weight::execute,4599,4599,4599.0,4599,1
intel_gpu_plugin,constant:conv3_3.weight::prepare,14500,14500,14500.0,14500,1
intel_gpu_plugin,constant:conv3_3.weight::execute,4500,4500,4500.0,4500,1
intel_gpu_plugin,constant:conv3_2.weight::prepare,16600,16600,16600.0,16600,1
intel_gpu_plugin,constant:conv3_2.weight::execute,3300,3300,3300.0,3300,1
intel_gpu_plugin,constant:conv3_1.weight::prepare,11800,11800,11800.0,11800,1
intel_gpu_plugin,constant:conv3_1.weight::execute,2799,2799,2799.0,2799,1
intel_gpu_plugin,constant:conv2_1.weight::prepare,12799,12799,12799.0,12799,1
intel_gpu_plugin,constant:conv2_1.weight::execute,2900,2900,2900.0,2900,1
intel_gpu_plugin,constant:conv1.weight::prepare,10300,10300,10300.0,10300,1
intel_gpu_plugin,constant:conv1.weight::execute,2799,2799,2799.0,2799,1
intel_gpu_plugin,constant:block4.sub_block.conv3.weight::prepare,10500,10500,10500.0,10500,1
intel_gpu_plugin,constant:block4.sub_block.conv3.weight::execute,3100,3100,3100.0,3100,1
intel_gpu_plugin,constant:block4.sub_block.conv2.weight::prepare,16500,16500,16500.0,16500,1
intel_gpu_plugin,constant:block4.sub_block.conv2.weight::execute,3300,3300,3300.0,3300,1
intel_gpu_plugin,constant:block4.sub_block.conv1.weight::prepare,10901,10901,10901.0,10901,1
intel_gpu_plugin,constant:block4.sub_block.conv1.weight::execute,2601,2601,2601.0,2601,1
intel_gpu_plugin,constant:block4.conv1.weight::prepare,11300,11300,11300.0,11300,1
intel_gpu_plugin,constant:block4.conv1.weight::execute,3001,3001,3001.0,3001,1
intel_gpu_plugin,constant:block3.sub_block.conv3.weight::prepare,12300,12300,12300.0,12300,1
intel_gpu_plugin,constant:block3.sub_block.conv3.weight::execute,2701,2701,2701.0,2701,1
intel_gpu_plugin,constant:block3.sub_block.conv2.weight::prepare,10100,10100,10100.0,10100,1
intel_gpu_plugin,constant:block3.sub_block.conv2.weight::execute,2000,2000,2000.0,2000,1
intel_gpu_plugin,constant:block3.sub_block.conv1.weight::prepare,7500,7500,7500.0,7500,1
intel_gpu_plugin,constant:block3.sub_block.conv1.weight::execute,3101,3101,3101.0,3101,1
intel_gpu_plugin,constant:block3.conv1.weight::prepare,12300,12300,12300.0,12300,1
intel_gpu_plugin,constant:block3.conv1.weight::execute,3001,3001,3001.0,3001,1
intel_gpu_plugin,constant:block2.sub_block.conv3.weight::prepare,12000,12000,12000.0,12000,1
intel_gpu_plugin,constant:block2.sub_block.conv3.weight::execute,3501,3501,3501.0,3501,1
intel_gpu_plugin,constant:block2.sub_block.conv2.weight::prepare,13700,13700,13700.0,13700,1
intel_gpu_plugin,constant:block2.sub_block.conv2.weight::execute,4400,4400,4400.0,4400,1
intel_gpu_plugin,constant:block2.sub_block.conv1.weight::prepare,12501,12501,12501.0,12501,1
intel_gpu_plugin,constant:block2.sub_block.conv1.weight::execute,3000,3000,3000.0,3000,1
intel_gpu_plugin,constant:block2.conv1.weight::prepare,11500,11500,11500.0,11500,1
intel_gpu_plugin,constant:block2.conv1.weight::execute,3700,3700,3700.0,3700,1
intel_gpu_plugin,constant:block1.sub_block.conv3.weight::prepare,13900,13900,13900.0,13900,1
intel_gpu_plugin,constant:block1.sub_block.conv3.weight::execute,3400,3400,3400.0,3400,1
intel_gpu_plugin,constant:block1.sub_block.conv2.weight::prepare,13600,13600,13600.0,13600,1
intel_gpu_plugin,constant:block1.sub_block.conv2.weight::execute,2700,2700,2700.0,2700,1
intel_gpu_plugin,constant:block1.sub_block.conv1.weight::prepare,9200,9200,9200.0,9200,1
intel_gpu_plugin,constant:block1.sub_block.conv1.weight::execute,2701,2701,2701.0,2701,1
intel_gpu_plugin,constant:block1.conv1.weight::prepare,13099,13099,13099.0,13099,1
intel_gpu_plugin,constant:block1.conv1.weight::execute,3201,3201,3201.0,3201,1
intel_gpu_plugin,constant:Reshape_873::prepare,11900,11900,11900.0,11900,1
intel_gpu_plugin,constant:Reshape_873::execute,3700,3700,3700.0,3700,1
intel_gpu_plugin,constant:Reshape_744::prepare,12900,12900,12900.0,12900,1
intel_gpu_plugin,constant:Reshape_744::execute,5001,5001,5001.0,5001,1
intel_gpu_plugin,constant:Reshape_615::prepare,13301,13301,13301.0,13301,1
intel_gpu_plugin,constant:Reshape_615::execute,3500,3500,3500.0,3500,1
intel_gpu_plugin,constant:Reshape_486::prepare,13000,13000,13000.0,13000,1
intel_gpu_plugin,constant:Reshape_486::execute,4001,4001,4001.0,4001,1
intel_gpu_plugin,constant:Reshape_43::prepare,13400,13400,13400.0,13400,1
intel_gpu_plugin,constant:Reshape_43::execute,3000,3000,3000.0,3000,1
