domain,name,min,max,avg,total,count
intel_gpu_plugin,pass::SkippedBranchMemoryDependencies,56699,325000,190849.5,381699,2
intel_gpu_plugin,pass::OooqMemoryDependencies,121300,672300,396800.0,793600,2
intel_gpu_plugin,pass::build_implementations,3889000,7403000,5646000.0,11292000,2
intel_gpu_plugin,set_arguments: constant:dense_9/Tensordot/ReadVariableOp:0_postponed_compression,2199,2199,2199.0,2199,1
intel_gpu_plugin,set_arguments: constant:dense_8/Tensordot/ReadVariableOp:0_postponed_compression,1199,1199,1199.0,1199,1
intel_gpu_plugin,set_arguments: constant:dense_7/Tensordot/ReadVariableOp:0_postponed_compression,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:dense_6/Tensordot/ReadVariableOp:0_postponed_compression,1200,1200,1200.0,1200,1
intel_gpu_plugin,set_arguments: constant:dense_5/Tensordot/ReadVariableOp:0_postponed_compression,2000,2000,2000.0,2000,1
intel_gpu_plugin,set_arguments: constant:dense_4/Tensordot/ReadVariableOp:0_postponed_compression,2599,2599,2599.0,2599,1
intel_gpu_plugin,set_arguments: constant:dense_3/Tensordot/ReadVariableOp:0_postponed_compression,3001,3001,3001.0,3001,1
intel_gpu_plugin,set_arguments: constant:dense_2/Tensordot/ReadVariableOp:0_postponed_compression,2101,2101,2101.0,2101,1
intel_gpu_plugin,set_arguments: constant:dense_11/Tensordot/ReadVariableOp:0_postponed_compression,1100,1100,1100.0,1100,1
intel_gpu_plugin,set_arguments: constant:dense_10/Tensordot/ReadVariableOp:0_postponed_compression,1000,1000,1000.0,1000,1
intel_gpu_plugin,set_arguments: constant:dense_1/Tensordot/ReadVariableOp:0_postponed_compression,2800,2800,2800.0,2800,1
intel_gpu_plugin,set_arguments: constant:dense/Tensordot/ReadVariableOp:0_postponed_compression,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:conv2d_transpose/filter:0,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:conv2d_9/conv2d/filter:0,1499,1499,1499.0,1499,1
intel_gpu_plugin,set_arguments: constant:conv2d_8/conv2d/filter:0,1600,1600,1600.0,1600,1
intel_gpu_plugin,set_arguments: constant:conv2d_7/conv2d/filter:0,1799,1799,1799.0,1799,1
intel_gpu_plugin,set_arguments: constant:conv2d_6/conv2d/filter:0,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:conv2d_5/conv2d/filter:0,5300,5300,5300.0,5300,1
intel_gpu_plugin,set_arguments: constant:conv2d_4/conv2d/filter:0,2201,2201,2201.0,2201,1
intel_gpu_plugin,set_arguments: constant:conv2d_30/conv2d/filter:0,1900,1900,1900.0,1900,1
intel_gpu_plugin,set_arguments: constant:conv2d_3/conv2d/filter:0,1900,1900,1900.0,1900,1
intel_gpu_plugin,set_arguments: constant:conv2d_29/conv2d/filter:0,1999,1999,1999.0,1999,1
intel_gpu_plugin,set_arguments: constant:conv2d_28/conv2d/filter:0,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:conv2d_27/conv2d/filter:0,2201,2201,2201.0,2201,1
intel_gpu_plugin,set_arguments: constant:conv2d_26/conv2d/filter:0,3900,3900,3900.0,3900,1
intel_gpu_plugin,set_arguments: constant:conv2d_25/conv2d/filter:0,2300,2300,2300.0,2300,1
intel_gpu_plugin,set_arguments: constant:conv2d_24/conv2d/filter:0,1699,1699,1699.0,1699,1
intel_gpu_plugin,set_arguments: constant:conv2d_23/conv2d/filter:0,2300,2300,2300.0,2300,1
intel_gpu_plugin,set_arguments: constant:conv2d_22/conv2d/filter:0,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:conv2d_21/conv2d/filter:0,2099,2099,2099.0,2099,1
intel_gpu_plugin,set_arguments: constant:conv2d_20/conv2d/filter:0,1999,1999,1999.0,1999,1
intel_gpu_plugin,set_arguments: constant:conv2d_2/conv2d/filter:0,1900,1900,1900.0,1900,1
intel_gpu_plugin,set_arguments: constant:conv2d_19/conv2d/filter:0,1599,1599,1599.0,1599,1
intel_gpu_plugin,set_arguments: constant:conv2d_18/conv2d/filter:0,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:conv2d_17/conv2d/filter:0,2800,2800,2800.0,2800,1
intel_gpu_plugin,set_arguments: constant:conv2d_16/conv2d/filter:0,3601,3601,3601.0,3601,1
intel_gpu_plugin,set_arguments: constant:conv2d_15/conv2d/filter:0,2900,2900,2900.0,2900,1
intel_gpu_plugin,set_arguments: constant:conv2d_14/conv2d/filter:0,3000,3000,3000.0,3000,1
intel_gpu_plugin,set_arguments: constant:conv2d_13/conv2d/filter:0,3601,3601,3601.0,3601,1
intel_gpu_plugin,set_arguments: constant:conv2d_12/conv2d/filter:0,3600,3600,3600.0,3600,1
intel_gpu_plugin,set_arguments: constant:conv2d_11/conv2d/filter:0,2800,2800,2800.0,2800,1
intel_gpu_plugin,set_arguments: constant:conv2d_10/conv2d/filter:0,2000,2000,2000.0,2000,1
intel_gpu_plugin,set_arguments: constant:conv2d_1/conv2d/filter:0,1701,1701,1701.0,1701,1
intel_gpu_plugin,set_arguments: constant:conv2d/conv2d/filter:0,1601,1601,1601.0,1601,1
intel_gpu_plugin,set_arguments: constant:Reshape_856,2700,2700,2700.0,2700,1
intel_gpu_plugin,set_arguments: constant:Reshape_734,2301,2301,2301.0,2301,1
intel_gpu_plugin,set_arguments: constant:Reshape_612,2100,2100,2100.0,2100,1
intel_gpu_plugin,set_arguments: constant:Reshape_54,1601,1601,1601.0,1601,1
intel_gpu_plugin,set_arguments: constant:Reshape_488,2100,2100,2100.0,2100,1
intel_gpu_plugin,set_arguments: constant:Reshape_365,2101,2101,2101.0,2101,1
intel_gpu_plugin,set_arguments: constant:Reshape_266,2800,2800,2800.0,2800,1
intel_gpu_plugin,set_arguments: constant:Reshape_171,2300,2300,2300.0,2300,1
intel_gpu_plugin,set_arguments: constant:Reshape_1327,2000,2000,2000.0,2000,1
intel_gpu_plugin,set_arguments: constant:Reshape_1195,4500,4500,4500.0,4500,1
intel_gpu_plugin,set_arguments: constant:Reshape_1063,1999,1999,1999.0,1999,1
intel_gpu_plugin,set_arguments: constant:Constant_8132,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: convert:dense_9/Tensordot/ReadVariableOp:0,17000,142600,79800.0,159600,2
intel_gpu_plugin,set_arguments: convert:dense_8/Tensordot/ReadVariableOp:0,12800,18800,15800.0,31600,2
intel_gpu_plugin,set_arguments: convert:dense_7/Tensordot/ReadVariableOp:0,14501,16600,15550.5,31101,2
intel_gpu_plugin,set_arguments: convert:dense_6/Tensordot/ReadVariableOp:0,11500,12300,11900.0,23800,2
intel_gpu_plugin,set_arguments: convert:dense_5/Tensordot/ReadVariableOp:0,12800,12900,12850.0,25700,2
intel_gpu_plugin,set_arguments: convert:dense_4/Tensordot/ReadVariableOp:0,11300,16300,13800.0,27600,2
intel_gpu_plugin,set_arguments: convert:dense_3/Tensordot/ReadVariableOp:0,12100,12201,12150.5,24301,2
intel_gpu_plugin,set_arguments: convert:dense_2/Tensordot/ReadVariableOp:0,13399,13400,13399.5,26799,2
intel_gpu_plugin,set_arguments: convert:dense_11/Tensordot/ReadVariableOp:0,11700,13200,12450.0,24900,2
intel_gpu_plugin,set_arguments: convert:dense_10/Tensordot/ReadVariableOp:0,11699,13800,12749.5,25499,2
intel_gpu_plugin,set_arguments: convert:dense_1/Tensordot/ReadVariableOp:0,11801,11900,11850.5,23701,2
intel_gpu_plugin,set_arguments: convert:dense/Tensordot/ReadVariableOp:0,14100,15400,14750.0,29500,2
intel_gpu_plugin,set_arguments: constant:conv2d_transpose/filter:0_reorder_fmt,68499,139900,104199.5,208399,2
intel_gpu_plugin,set_arguments: constant:conv2d_9/conv2d/filter:0_weights_reorder_13,30199,36701,33450.0,66900,2
intel_gpu_plugin,set_arguments: constant:conv2d_8/conv2d/filter:0_weights_reorder_12,23501,26799,25150.0,50300,2
intel_gpu_plugin,set_arguments: constant:conv2d_7/conv2d/filter:0_weights_reorder_10,11900,32800,22350.0,44700,2
intel_gpu_plugin,set_arguments: constant:conv2d_6/conv2d/filter:0_weights_reorder_9,19100,27200,23150.0,46300,2
intel_gpu_plugin,set_arguments: constant:conv2d_5/conv2d/filter:0_weights_reorder_7,26100,30700,28400.0,56800,2
intel_gpu_plugin,set_arguments: constant:conv2d_4/conv2d/filter:0_weights_reorder_6,31399,36300,33849.5,67699,2
intel_gpu_plugin,set_arguments: constant:conv2d_30/conv2d/filter:0_weights_reorder_40,25700,31200,28450.0,56900,2
intel_gpu_plugin,set_arguments: constant:conv2d_3/conv2d/filter:0_weights_reorder_4,23299,32000,27649.5,55299,2
intel_gpu_plugin,set_arguments: constant:conv2d_29/conv2d/filter:0_weights_reorder_39,13500,49700,31600.0,63200,2
intel_gpu_plugin,set_arguments: constant:conv2d_28/conv2d/filter:0_weights_reorder_38,13300,26700,20000.0,40000,2
intel_gpu_plugin,set_arguments: constant:conv2d_27/conv2d/filter:0_weights_reorder_37,12200,29000,20600.0,41200,2
intel_gpu_plugin,set_arguments: constant:conv2d_26/conv2d/filter:0_weights_reorder_35,25000,30100,27550.0,55100,2
intel_gpu_plugin,set_arguments: constant:conv2d_25/conv2d/filter:0_weights_reorder_34,16500,31300,23900.0,47800,2
intel_gpu_plugin,set_arguments: constant:conv2d_24/conv2d/filter:0_weights_reorder_33,17400,29299,23349.5,46699,2
intel_gpu_plugin,set_arguments: constant:conv2d_23/conv2d/filter:0_weights_reorder_32,17900,27499,22699.5,45399,2
intel_gpu_plugin,set_arguments: constant:conv2d_22/conv2d/filter:0_weights_reorder_30,23201,32599,27900.0,55800,2
intel_gpu_plugin,set_arguments: constant:conv2d_21/conv2d/filter:0_weights_reorder_29,23100,29001,26050.5,52101,2
intel_gpu_plugin,set_arguments: constant:conv2d_20/conv2d/filter:0_weights_reorder_28,30800,30900,30850.0,61700,2
intel_gpu_plugin,set_arguments: constant:conv2d_2/conv2d/filter:0_weights_reorder_3,16200,27100,21650.0,43300,2
intel_gpu_plugin,set_arguments: constant:conv2d_19/conv2d/filter:0_weights_reorder_27,28701,39200,33950.5,67901,2
intel_gpu_plugin,set_arguments: constant:conv2d_18/conv2d/filter:0_weights_reorder_25,30400,49400,39900.0,79800,2
intel_gpu_plugin,set_arguments: constant:conv2d_17/conv2d/filter:0_weights_reorder_26,16000,29399,22699.5,45399,2
intel_gpu_plugin,set_arguments: constant:conv2d_16/conv2d/filter:0_weights_reorder_24,24800,36400,30600.0,61200,2
intel_gpu_plugin,set_arguments: constant:conv2d_15/conv2d/filter:0_weights_reorder_22,30401,35000,32700.5,65401,2
intel_gpu_plugin,set_arguments: constant:conv2d_14/conv2d/filter:0_weights_reorder_21,25100,29601,27350.5,54701,2
intel_gpu_plugin,set_arguments: constant:conv2d_13/conv2d/filter:0_weights_reorder_19,15800,29800,22800.0,45600,2
intel_gpu_plugin,set_arguments: constant:conv2d_12/conv2d/filter:0_weights_reorder_18,14500,25800,20150.0,40300,2
intel_gpu_plugin,set_arguments: constant:conv2d_11/conv2d/filter:0_weights_reorder_16,15499,28700,22099.5,44199,2
intel_gpu_plugin,set_arguments: constant:conv2d_10/conv2d/filter:0_weights_reorder_15,12199,29600,20899.5,41799,2
intel_gpu_plugin,set_arguments: constant:conv2d_1/conv2d/filter:0_weights_reorder_1,12900,25400,19150.0,38300,2
intel_gpu_plugin,set_arguments: constant:conv2d/conv2d/filter:0_weights_reorder_0,13099,22501,17800.0,35600,2
intel_gpu_plugin,set_arguments: constant:Reshape_856_weights_reorder_23,15800,30000,22900.0,45800,2
intel_gpu_plugin,set_arguments: constant:Reshape_734_weights_reorder_20,24701,26800,25750.5,51501,2
intel_gpu_plugin,set_arguments: constant:Reshape_612_weights_reorder_17,19600,31300,25450.0,50900,2
intel_gpu_plugin,set_arguments: constant:Reshape_54_weights_reorder_2,12600,35999,24299.5,48599,2
intel_gpu_plugin,set_arguments: constant:Reshape_488_weights_reorder_14,28000,34100,31050.0,62100,2
intel_gpu_plugin,set_arguments: constant:Reshape_365_weights_reorder_11,18801,31100,24950.5,49901,2
intel_gpu_plugin,set_arguments: constant:Reshape_266_weights_reorder_8,15899,30400,23149.5,46299,2
intel_gpu_plugin,set_arguments: constant:Reshape_171_weights_reorder_5,13300,29100,21200.0,42400,2
intel_gpu_plugin,set_arguments: constant:Reshape_1327_weights_reorder_41,14900,25800,20350.0,40700,2
intel_gpu_plugin,set_arguments: constant:Reshape_1195_weights_reorder_36,11699,26500,19099.5,38199,2
intel_gpu_plugin,set_arguments: constant:Reshape_1063_weights_reorder_31,15200,26401,20800.5,41601,2
intel_gpu_plugin,set_arguments: constant:Constant_8132_reorder_transpose:conv2d_transpose__206,15000,24300,19650.0,39300,2
intel_gpu_plugin,constant:dense_9/Tensordot/ReadVariableOp:0_postponed_compression::prepare,43000,43000,43000.0,43000,1
intel_gpu_plugin,constant:dense_9/Tensordot/ReadVariableOp:0_postponed_compression::execute,3300,3300,3300.0,3300,1
intel_gpu_plugin,constant:dense_8/Tensordot/ReadVariableOp:0_postponed_compression::prepare,13900,13900,13900.0,13900,1
intel_gpu_plugin,constant:dense_8/Tensordot/ReadVariableOp:0_postponed_compression::execute,2700,2700,2700.0,2700,1
intel_gpu_plugin,constant:dense_7/Tensordot/ReadVariableOp:0_postponed_compression::prepare,10800,10800,10800.0,10800,1
intel_gpu_plugin,constant:dense_7/Tensordot/ReadVariableOp:0_postponed_compression::execute,3300,3300,3300.0,3300,1
intel_gpu_plugin,constant:dense_6/Tensordot/ReadVariableOp:0_postponed_compression::prepare,14499,14499,14499.0,14499,1
intel_gpu_plugin,constant:dense_6/Tensordot/ReadVariableOp:0_postponed_compression::execute,2600,2600,2600.0,2600,1
intel_gpu_plugin,constant:dense_5/Tensordot/ReadVariableOp:0_postponed_compression::prepare,9100,9100,9100.0,9100,1
intel_gpu_plugin,constant:dense_5/Tensordot/ReadVariableOp:0_postponed_compression::execute,2999,2999,2999.0,2999,1
intel_gpu_plugin,constant:dense_4/Tensordot/ReadVariableOp:0_postponed_compression::prepare,10900,10900,10900.0,10900,1
intel_gpu_plugin,constant:dense_4/Tensordot/ReadVariableOp:0_postponed_compression::execute,3101,3101,3101.0,3101,1
intel_gpu_plugin,constant:dense_3/Tensordot/ReadVariableOp:0_postponed_compression::prepare,13799,13799,13799.0,13799,1
intel_gpu_plugin,constant:dense_3/Tensordot/ReadVariableOp:0_postponed_compression::execute,3100,3100,3100.0,3100,1
intel_gpu_plugin,constant:dense_2/Tensordot/ReadVariableOp:0_postponed_compression::prepare,10601,10601,10601.0,10601,1
intel_gpu_plugin,constant:dense_2/Tensordot/ReadVariableOp:0_postponed_compression::execute,2000,2000,2000.0,2000,1
intel_gpu_plugin,constant:dense_11/Tensordot/ReadVariableOp:0_postponed_compression::prepare,11699,11699,11699.0,11699,1
intel_gpu_plugin,constant:dense_11/Tensordot/ReadVariableOp:0_postponed_compression::execute,5200,5200,5200.0,5200,1
intel_gpu_plugin,constant:dense_10/Tensordot/ReadVariableOp:0_postponed_compression::prepare,11799,11799,11799.0,11799,1
intel_gpu_plugin,constant:dense_10/Tensordot/ReadVariableOp:0_postponed_compression::execute,2800,2800,2800.0,2800,1
intel_gpu_plugin,constant:dense_1/Tensordot/ReadVariableOp:0_postponed_compression::prepare,9400,9400,9400.0,9400,1
intel_gpu_plugin,constant:dense_1/Tensordot/ReadVariableOp:0_postponed_compression::execute,3101,3101,3101.0,3101,1
intel_gpu_plugin,constant:dense/Tensordot/ReadVariableOp:0_postponed_compression::prepare,12199,12199,12199.0,12199,1
intel_gpu_plugin,constant:dense/Tensordot/ReadVariableOp:0_postponed_compression::execute,3300,3300,3300.0,3300,1
intel_gpu_plugin,constant:conv2d_transpose/filter:0::prepare,10700,10700,10700.0,10700,1
intel_gpu_plugin,constant:conv2d_transpose/filter:0::execute,3199,3199,3199.0,3199,1
intel_gpu_plugin,constant:conv2d_9/conv2d/filter:0::prepare,13000,13000,13000.0,13000,1
intel_gpu_plugin,constant:conv2d_9/conv2d/filter:0::execute,4700,4700,4700.0,4700,1
intel_gpu_plugin,constant:conv2d_8/conv2d/filter:0::prepare,13200,13200,13200.0,13200,1
intel_gpu_plugin,constant:conv2d_8/conv2d/filter:0::execute,3200,3200,3200.0,3200,1
intel_gpu_plugin,constant:conv2d_7/conv2d/filter:0::prepare,10100,10100,10100.0,10100,1
intel_gpu_plugin,constant:conv2d_7/conv2d/filter:0::execute,3600,3600,3600.0,3600,1
intel_gpu_plugin,constant:conv2d_6/conv2d/filter:0::prepare,11000,11000,11000.0,11000,1
intel_gpu_plugin,constant:conv2d_6/conv2d/filter:0::execute,3500,3500,3500.0,3500,1
intel_gpu_plugin,constant:conv2d_5/conv2d/filter:0::prepare,11801,11801,11801.0,11801,1
intel_gpu_plugin,constant:conv2d_5/conv2d/filter:0::execute,4101,4101,4101.0,4101,1
intel_gpu_plugin,constant:conv2d_4/conv2d/filter:0::prepare,12601,12601,12601.0,12601,1
intel_gpu_plugin,constant:conv2d_4/conv2d/filter:0::execute,3900,3900,3900.0,3900,1
intel_gpu_plugin,constant:conv2d_30/conv2d/filter:0::prepare,16200,16200,16200.0,16200,1
intel_gpu_plugin,constant:conv2d_30/conv2d/filter:0::execute,4800,4800,4800.0,4800,1
intel_gpu_plugin,constant:conv2d_3/conv2d/filter:0::prepare,12601,12601,12601.0,12601,1
intel_gpu_plugin,constant:conv2d_3/conv2d/filter:0::execute,2900,2900,2900.0,2900,1
intel_gpu_plugin,constant:conv2d_29/conv2d/filter:0::prepare,10600,10600,10600.0,10600,1
intel_gpu_plugin,constant:conv2d_29/conv2d/filter:0::execute,2600,2600,2600.0,2600,1
intel_gpu_plugin,constant:conv2d_28/conv2d/filter:0::prepare,13800,13800,13800.0,13800,1
intel_gpu_plugin,constant:conv2d_28/conv2d/filter:0::execute,3600,3600,3600.0,3600,1
intel_gpu_plugin,constant:conv2d_27/conv2d/filter:0::prepare,10300,10300,10300.0,10300,1
intel_gpu_plugin,constant:conv2d_27/conv2d/filter:0::execute,2900,2900,2900.0,2900,1
intel_gpu_plugin,constant:conv2d_26/conv2d/filter:0::prepare,11700,11700,11700.0,11700,1
intel_gpu_plugin,constant:conv2d_26/conv2d/filter:0::execute,2400,2400,2400.0,2400,1
intel_gpu_plugin,constant:conv2d_25/conv2d/filter:0::prepare,13800,13800,13800.0,13800,1
intel_gpu_plugin,constant:conv2d_25/conv2d/filter:0::execute,3201,3201,3201.0,3201,1
intel_gpu_plugin,constant:conv2d_24/conv2d/filter:0::prepare,10100,10100,10100.0,10100,1
intel_gpu_plugin,constant:conv2d_24/conv2d/filter:0::execute,2800,2800,2800.0,2800,1
intel_gpu_plugin,constant:conv2d_23/conv2d/filter:0::prepare,10000,10000,10000.0,10000,1
intel_gpu_plugin,constant:conv2d_23/conv2d/filter:0::execute,4700,4700,4700.0,4700,1
intel_gpu_plugin,constant:conv2d_22/conv2d/filter:0::prepare,11700,11700,11700.0,11700,1
intel_gpu_plugin,constant:conv2d_22/conv2d/filter:0::execute,3000,3000,3000.0,3000,1
intel_gpu_plugin,constant:conv2d_21/conv2d/filter:0::prepare,9400,9400,9400.0,9400,1
intel_gpu_plugin,constant:conv2d_21/conv2d/filter:0::execute,2800,2800,2800.0,2800,1
