domain,name,min,max,avg,total,count 
intel_gpu_plugin,convolution:/block2/sub_block/conv2/Conv/WithoutBiases::prepare,800,36700,1616.0919540229886,140600,87
intel_gpu_plugin,convolution:/block2/sub_block/conv2/Conv/WithoutBiases::execute,4700,69700,6205.747126436781,539900,87
intel_gpu_plugin,multiply:/block2/sub_block/Mul::prepare,800,25200,1431.0344827586207,124500,87
intel_gpu_plugin,multiply:/block2/sub_block/Mul::execute,3500,62700,4618.390804597701,401800,87
intel_gpu_plugin,convolution:/block2/sub_block/conv3/Conv/WithoutBiases::prepare,1000,56000,2073.5632183908046,180400,87
intel_gpu_plugin,convolution:/block2/sub_block/conv3/Conv/WithoutBiases::execute,4600,90900,6233.333333333333,542300,87
intel_gpu_plugin,convolution:/block3/conv1/Conv/WithoutBiases::prepare,1000,38800,1808.0459770114942,157300,87
intel_gpu_plugin,convolution:/block3/conv1/Conv/WithoutBiases::execute,7400,97700,9562.068965517241,831900,87
intel_gpu_plugin,convolution:/block3/conv2/Conv/WithoutBiases::prepare,900,37300,1589.655172413793,138300,87
intel_gpu_plugin,convolution:/block3/conv2/Conv/WithoutBiases::execute,7600,103800,9979.310344827587,868200,87
intel_gpu_plugin,reducemean:/block3/sub_block/ReduceMean::prepare,900,38800,1535.632183908046,133600,87
intel_gpu_plugin,reducemean:/block3/sub_block/ReduceMean::execute,3800,71100,5195.402298850575,452000,87
intel_gpu_plugin,convolution:/block3/sub_block/conv1/Conv/WithoutBiases::prepare,900,35400,1745.9770114942528,151900,87
intel_gpu_plugin,convolution:/block3/sub_block/conv1/Conv/WithoutBiases::execute,4800,55300,6181.609195402299,537800,87
intel_gpu_plugin,convolution:/block3/sub_block/conv2/Conv/WithoutBiases::prepare,900,34500,1541.3793103448277,134100,87
intel_gpu_plugin,convolution:/block3/sub_block/conv2/Conv/WithoutBiases::execute,4500,63300,6002.298850574713,522200,87
intel_gpu_plugin,multiply:/block3/sub_block/Mul::prepare,800,23400,1483.9080459770114,129100,87
intel_gpu_plugin,multiply:/block3/sub_block/Mul::execute,3000,60500,4234.482758620689,368400,87
intel_gpu_plugin,convolution:/block3/sub_block/conv3/Conv/WithoutBiases::prepare,900,55500,1831.0344827586207,159300,87
intel_gpu_plugin,convolution:/block3/sub_block/conv3/Conv/WithoutBiases::execute,7000,139400,9577.011494252874,833200,87
intel_gpu_plugin,convolution:/block4/conv1/Conv/WithoutBiases::prepare,800,52900,1728.7356321839081,150400,87
intel_gpu_plugin,convolution:/block4/conv1/Conv/WithoutBiases::execute,4500,82600,5977.0114942528735,520000,87
intel_gpu_plugin,convolution:/block4/conv2/Conv/WithoutBiases::prepare,700,48100,1448.2758620689656,126000,87
intel_gpu_plugin,convolution:/block4/conv2/Conv/WithoutBiases::execute,4900,84600,6485.057471264367,564200,87
intel_gpu_plugin,reducemean:/block4/sub_block/ReduceMean::prepare,700,51100,1609.1954022988505,140000,87
intel_gpu_plugin,reducemean:/block4/sub_block/ReduceMean::execute,3800,88500,5775.862068965517,502500,87
intel_gpu_plugin,convolution:/block4/sub_block/conv1/Conv/WithoutBiases::prepare,800,55300,1835.632183908046,159700,87
intel_gpu_plugin,convolution:/block4/sub_block/conv1/Conv/WithoutBiases::execute,4700,83800,6194.252873563219,538900,87
intel_gpu_plugin,convolution:/block4/sub_block/conv2/Conv/WithoutBiases::prepare,700,48600,1552.8735632183907,135100,87
intel_gpu_plugin,convolution:/block4/sub_block/conv2/Conv/WithoutBiases::execute,4800,80300,6351.724137931034,552600,87
intel_gpu_plugin,multiply:/block4/sub_block/Mul::prepare,1000,43500,1729.8850574712644,150500,87
intel_gpu_plugin,multiply:/block4/sub_block/Mul::execute,3000,66600,4198.850574712644,365300,87
intel_gpu_plugin,convolution:/block4/sub_block/conv3/Conv/WithoutBiases::prepare,900,50600,1920.6896551724137,167100,87
intel_gpu_plugin,convolution:/block4/sub_block/conv3/Conv/WithoutBiases::execute,4700,84700,6226.436781609195,541700,87
intel_gpu_plugin,reducemean:/ReduceMean_1::prepare,700,38300,1513.7931034482758,131700,87
intel_gpu_plugin,reducemean:/ReduceMean_1::execute,5600,79900,7411.494252873563,644800,87
intel_gpu_plugin,convolution:/conv8/Conv/WithoutBiases::prepare,900,42400,1583.9080459770114,137800,87
intel_gpu_plugin,convolution:/conv8/Conv/WithoutBiases::execute,5000,74200,6551.724137931034,570000,87
intel_gpu_plugin,convolution:/conv7/Conv/WithoutBiases::prepare,800,46200,1801.1494252873563,156700,87
intel_gpu_plugin,convolution:/conv7/Conv/WithoutBiases::execute,8200,95200,10597.701149425287,922000,87
intel_gpu_plugin,interpolate:/final_block1/interp/Resize::prepare,1100,21000,1894.2528735632184,164800,87
intel_gpu_plugin,interpolate:/final_block1/interp/Resize::execute,4400,75500,6075.862068965517,528600,87
intel_gpu_plugin,convolution:/final_block1/conv1/Conv/WithoutBiases::prepare,900,47500,1758.6206896551723,153000,87
intel_gpu_plugin,convolution:/final_block1/conv1/Conv/WithoutBiases::execute,7700,97900,10360.919540229885,901400,87
intel_gpu_plugin,add:/final_block1/Add::prepare,900,125000,3000.0,261000,87
intel_gpu_plugin,add:/final_block1/Add::execute,3800,84800,6000.0,522000,87
intel_gpu_plugin,reducemean:/final_block1/ReduceMean::prepare,900,55600,2009.1954022988505,174800,87
intel_gpu_plugin,reducemean:/final_block1/ReduceMean::execute,6800,163400,9772.413793103447,850200,87
intel_gpu_plugin,convolution:/final_block1/conv2/Conv/WithoutBiases::prepare,700,51700,1698.8505747126437,147800,87
intel_gpu_plugin,convolution:/final_block1/conv2/Conv/WithoutBiases::execute,7400,112500,10512.643678160919,914600,87
intel_gpu_plugin,convolution:/final_block1/conv3/Conv/WithoutBiases::prepare,900,52300,1889.655172413793,164400,87
intel_gpu_plugin,convolution:/final_block1/conv3/Conv/WithoutBiases::execute,7200,106700,9675.862068965518,841800,87
intel_gpu_plugin,multiply:/final_block1/Mul::prepare,800,31500,1454.0229885057472,126500,87
intel_gpu_plugin,multiply:/final_block1/Mul::execute,3800,59300,5044.827586206897,438900,87
intel_gpu_plugin,convolution:/final_block1/conv4/Conv/WithoutBiases::prepare,800,44400,1642.528735632184,142900,87
intel_gpu_plugin,convolution:/final_block1/conv4/Conv/WithoutBiases::execute,7600,85800,9716.091954022988,845300,87
intel_gpu_plugin,convolution:/final_block1/conv5/Conv/WithoutBiases::prepare,800,55900,1708.0459770114942,148600,87
intel_gpu_plugin,convolution:/final_block1/conv5/Conv/WithoutBiases::execute,7600,131600,9800.0,852600,87
intel_gpu_plugin,interpolate:/final_block2/interp/Resize::prepare,800,23500,1340.2298850574712,116600,87
intel_gpu_plugin,interpolate:/final_block2/interp/Resize::execute,4200,118300,6120.689655172414,532500,87
intel_gpu_plugin,convolution:/final_block2/conv1/Conv/WithoutBiases::prepare,900,45500,1837.9310344827586,159900,87
intel_gpu_plugin,convolution:/final_block2/conv1/Conv/WithoutBiases::execute,7000,107100,9800.0,852600,87
intel_gpu_plugin,add:/final_block2/Add::prepare,800,22100,1310.344827586207,114000,87
intel_gpu_plugin,add:/final_block2/Add::execute,3100,56500,4521.83908045977,393400,87
intel_gpu_plugin,reducemean:/final_block2/ReduceMean::prepare,800,40300,1581.6091954022988,137600,87
intel_gpu_plugin,reducemean:/final_block2/ReduceMean::execute,4700,79700,6791.954022988506,590900,87
intel_gpu_plugin,convolution:/final_block2/conv2/Conv/WithoutBiases::prepare,800,51200,1705.7471264367816,148400,87
intel_gpu_plugin,convolution:/final_block2/conv2/Conv/WithoutBiases::execute,7800,111200,10288.505747126437,895100,87
intel_gpu_plugin,convolution:/final_block2/conv3/Conv/WithoutBiases::prepare,900,42100,1706.896551724138,148500,87
intel_gpu_plugin,convolution:/final_block2/conv3/Conv/WithoutBiases::execute,7300,105800,9688.505747126437,842900,87
intel_gpu_plugin,multiply:/final_block2/Mul::prepare,600,26300,1225.287356321839,106600,87
intel_gpu_plugin,multiply:/final_block2/Mul::execute,3700,68100,4924.137931034483,428400,87
intel_gpu_plugin,convolution:/final_block2/conv4/Conv/WithoutBiases::prepare,800,58400,1801.1494252873563,156700,87
intel_gpu_plugin,convolution:/final_block2/conv4/Conv/WithoutBiases::execute,8200,146600,10813.793103448275,940800,87
intel_gpu_plugin,convolution:/final_block2/conv5/Conv/WithoutBiases::prepare,900,58300,1888.5057471264367,164300,87
intel_gpu_plugin,convolution:/final_block2/conv5/Conv/WithoutBiases::execute,7400,117900,9725.28735632184,846100,87
intel_gpu_plugin,interpolate:/final_block3/interp/Resize::prepare,900,23400,1448.2758620689656,126000,87
intel_gpu_plugin,interpolate:/final_block3/interp/Resize::execute,3500,57700,4878.16091954023,424400,87
intel_gpu_plugin,convolution:/final_block3/conv1/Conv/WithoutBiases::prepare,1000,49200,2035.632183908046,177100,87
intel_gpu_plugin,convolution:/final_block3/conv1/Conv/WithoutBiases::execute,7100,103600,9360.919540229885,814400,87
intel_gpu_plugin,add:/final_block3/Add::prepare,700,26800,1381.6091954022988,120200,87
intel_gpu_plugin,add:/final_block3/Add::execute,3200,73500,4754.022988505747,413600,87
intel_gpu_plugin,reducemean:/final_block3/ReduceMean::prepare,800,51800,1597.7011494252874,139000,87
intel_gpu_plugin,reducemean:/final_block3/ReduceMean::execute,11900,279600,16409.19540229885,1427600,87
intel_gpu_plugin,convolution:/final_block3/conv2/Conv/WithoutBiases::prepare,700,50900,1605.7471264367816,139700,87
intel_gpu_plugin,convolution:/final_block3/conv2/Conv/WithoutBiases::execute,4900,88800,6375.862068965517,554700,87
intel_gpu_plugin,convolution:/final_block3/conv3/Conv/WithoutBiases::prepare,800,52300,1652.8735632183907,143800,87
intel_gpu_plugin,convolution:/final_block3/conv3/Conv/WithoutBiases::execute,4700,84400,6136.781609195402,533900,87
intel_gpu_plugin,multiply:/final_block3/Mul::prepare,700,26400,1406.896551724138,122400,87
intel_gpu_plugin,multiply:/final_block3/Mul::execute,3500,67600,5071.264367816092,441200,87
intel_gpu_plugin,convolution:/final_block3/conv4/Conv/WithoutBiases::prepare,700,63100,1831.0344827586207,159300,87
intel_gpu_plugin,convolution:/final_block3/conv4/Conv/WithoutBiases::execute,5200,82100,7481.609195402299,650900,87
intel_gpu_plugin,convolution:/final_block3/conv5/Conv/WithoutBiases::prepare,700,51200,1611.4942528735633,140200,87
intel_gpu_plugin,convolution:/final_block3/conv5/Conv/WithoutBiases::execute,7100,110500,10017.241379310344,871500,87
intel_gpu_plugin,convolutionbackpropdata:ConvolutionBackpropData_1419::prepare,800,53700,1763.2183908045977,153400,87
intel_gpu_plugin,convolutionbackpropdata:ConvolutionBackpropData_1419::execute,10800,118500,13668.965517241379,1189200,87
intel_gpu_plugin,result:alphas/sink_port_0::prepare,1500,26800,3256.32183908046,283300,87
intel_gpu_plugin,result:alphas/sink_port_0::execute,4500,77300,7232.183908045977,629200,87
intel_gpu_plugin,SyncInferRequest::wait::reinterpret_memory,1600,17700,3735.632183908046,325000,87
ov__LoadTime,CoreImpl::get_plugin,102146400,153193300,127669850.0,255339700,2
ov__LoadTime,Core::compile_model::Path,1105257700,1473715500,1289486600.0,2578973200,2
SIMPLE_ov_op_exec,v0_Parameter_validate_and_infer_types,100,483500,1561.883899233297,1426000,913
SIMPLE_ov_op_exec,v1_Convolution_validate_and_infer_types,500,25700,977.8741865509761,1803200,1844
SIMPLE_ov_op_exec,v3_ShapeOf_validate_and_infer_types,100,3500,202.28571428571428,212400,1050
SIMPLE_ov_op_exec,v0_util_BinaryElementwiseArithmetic_validate_and_infer_types,100,19400,708.0600750938673,2828700,3995
SIMPLE_ov_op_exec,evaluate_shape_of_i64,100,19700,170.85987261146497,107300,628
SIMPLE_ov_op_exec,v1_Subtract_evaluate,600,1546300,2085.956790123457,2703400,1296
SIMPLE_ov_op_exec,v3_Broadcast_validate_and_infer_types,600,3221600,21930.93525179856,6096800,278
SIMPLE_ov_op_exec,v0_Concat_validate_and_infer_types,600,90800,1242.8134556574923,406400,327
SIMPLE_ov_op_exec,util_BroadcastBase_evaluate_axes,200,15100,406.3636363636364,134100,330
SIMPLE_ov_op_exec,util_BroadcastBase_evaluate,900,752800,4126.969696969697,1361900,330
SIMPLE_ov_op_exec,v3_Broadcast_evaluate,1000,1792400,7397.575757575758,2441200,330
SIMPLE_ov_op_exec,v0_Concat_evaluate,700,14300,1002.3076923076923,390900,390
SIMPLE_ov_op_exec,v1_Reshape_validate_and_infer_types,1000,10589500,32424.089635854343,23150800,714
SIMPLE_ov_op_exec,util_UnaryElementwiseArithmetic_validate_and_infer_types,100,6600,195.19788918205805,369900,1895
SIMPLE_ov_op_exec,v1_VariadicSplit_validate_and_infer_types,1000,14800,2410.169491525424,142200,59
SIMPLE_ov_op_exec,v1_VariadicSplit_evaluate,1200,17800,2042.4242424242425,134800,66
SIMPLE_ov_op_exec,v1_Split_evaluate_lower,1700,554400,19063.636363636364,629100,33
SIMPLE_ov_op_exec,v1_Split_evaluate_upper,1400,9000,1812.121212121212,59800,33
SIMPLE_ov_op_exec,v0_util_BinaryElementwiseComparison_validate_and_infer_types,300,40100,864.7058823529412,117600,136
SIMPLE_ov_op_exec,v1_Equal_evaluate,600,770900,5578.787878787879,920500,165
SIMPLE_ov_op_exec,v0_util_BinaryElementwiseLogical_validate_and_infer_types,300,6100,622.0588235294117,42300,68
SIMPLE_ov_op_exec,v1_LogicalOr_evaluate,500,13300,943.939393939394,62300,66
SIMPLE_ov_op_exec,v1_Less_evaluate,600,1220400,10144.69696969697,1339100,132
SIMPLE_ov_op_exec,v1_LogicalAnd_evaluate,500,8100,772.7272727272727,51000,66
SIMPLE_ov_op_exec,v1_Select_evaluate,1100,593900,3430.909090909091,1132200,330
SIMPLE_ov_op_exec,v1_Divide_evaluate,700,603400,10103.030303030304,666800,66
SIMPLE_ov_op_exec,v1_GroupConvolution_validate_and_infer_types,500,11600,1056.687898089172,497700,471
SIMPLE_ov_op_exec,v0_util_ArithmeticReductionKeepDims_validate_and_infer_types,600,10700,1362.4434389140272,602200,442
SIMPLE_ov_op_exec,util_InterpolateBase_validate_and_infer_types,100,1600,186.0215053763441,17300,93
SIMPLE_ov_op_exec,v11_Interpolate_validate_and_infer_types,900,669200,14003.333333333334,840200,60
SIMPLE_ov_op_exec,v1_ConvolutionBackpropData_validate_and_infer_types,700,12300,2981.818181818182,131200,44
SIMPLE_ov_op_exec,v0_Result_validate_and_infer_types,100,18700,1485.4545454545455,163400,110
SIMPLE_ov_op_exec,v0_Parameter_clone_with_new_inputs,500,16500,1900.0,191900,101
SIMPLE_ov_op_exec,v0_Constant_clone_with_new_inputs,400,59600,966.0377358490566,512000,530
SIMPLE_ov_op_exec,v1_Convolution_clone_with_new_inputs,1400,21900,2870.9302325581393,246900,86
SIMPLE_ov_op_exec,v3_ShapeOf_clone_with_new_inputs,600,44400,1224.2774566473988,423600,346
SIMPLE_ov_op_exec,v1_Subtract_clone_with_new_inputs,1100,15800,1791.6666666666667,193500,108
SIMPLE_ov_op_exec,v3_Broadcast_clone_with_new_inputs,2900,46200,4723.148148148148,510100,108
SIMPLE_ov_op_exec,v0_Concat_clone_with_new_inputs,1200,12900,1803.8461538461538,234500,130
SIMPLE_ov_op_exec,v1_Reshape_clone_with_new_inputs,2000,33000,4106.565656565656,813100,198
SIMPLE_ov_op_exec,v1_Add_clone_with_new_inputs,1200,15500,2095.151515151515,345700,165
SIMPLE_ov_op_exec,v4_HSwish_clone_with_new_inputs,600,6700,1127.2727272727273,24800,22
SIMPLE_ov_op_exec,v0_Relu_clone_with_new_inputs,600,7600,1204.5454545454545,53000,44
SIMPLE_ov_op_exec,v1_VariadicSplit_clone_with_new_inputs,2000,21900,3981.818181818182,87600,22
SIMPLE_ov_op_exec,v1_Divide_clone_with_new_inputs,1100,25800,2686.3636363636365,59100,22
SIMPLE_ov_op_exec,v1_GroupConvolution_clone_with_new_inputs,1500,21600,3086.3636363636365,67900,22
SIMPLE_ov_op_exec,v1_ReduceMean_clone_with_new_inputs,1400,19000,3085.0,61700,20
SIMPLE_ov_op_exec,v0_Sigmoid_clone_with_new_inputs,700,7800,1322.7272727272727,29100,22
SIMPLE_ov_op_exec,v1_Multiply_clone_with_new_inputs,1200,33100,4090.566037735849,216800,53
SIMPLE_ov_op_exec,v11_Interpolate_clone_with_new_inputs,2100,19200,6400.0,38400,6
SIMPLE_ov_op_exec,v1_ConvolutionBackpropData_clone_with_new_inputs,3800,12200,8000.0,16000,2
SIMPLE_ov_op_exec,v0_Result_clone_with_new_inputs,3300,15900,7725.0,30900,4
SIMPLE_ov_op_exec,v0_Convert_validate_and_infer_types,100,3600,228.87700534759358,42800,187
SIMPLE_ov_op_exec,v3_ShapeOf_has_evaluate,100,2500,410.2564102564103,48000,117
SIMPLE_ov_op_exec,v1_Reshape_has_evaluate,100,4500,365.2173913043478,16800,46
SIMPLE_ov_op_exec,v1_Add_has_evaluate,100,7300,190.32258064516128,70800,372
SIMPLE_ov_op_exec,v4_HSwish_has_evaluate,100,3100,212.90322580645162,13200,62
SIMPLE_ov_op_exec,v0_Relu_has_evaluate,100,3300,148.71794871794873,17400,117
SIMPLE_ov_op_exec,v1_ReduceMean_has_evaluate,100,7400,224.6153846153846,14600,65
SIMPLE_ov_op_exec,v0_Sigmoid_has_evaluate,100,4300,238.33333333333334,14300,60
SIMPLE_ov_op_exec,v1_Multiply_has_evaluate,100,1000,114.70588235294117,7800,68
SIMPLE_ov_op_exec,v11_Interpolate_has_evaluate,100,2100,233.33333333333334,3500,15
SIMPLE_ov_op_exec,v0_Convert_evaluate,4500,1601900,27906.81818181818,3683700,132
SIMPLE_ov_op_exec,v0_Squeeze_validate_and_infer_types,600,12700,3216.6666666666665,19300,6
SIMPLE_ov_op_exec,v1_LogicalNot_validate_and_infer_types,100,2200,800.0,2400,3
SIMPLE_ov_op_exec,v3_NonZero_validate_and_infer_types,4800,20700,12750.0,25500,2
SIMPLE_ov_op_exec,v1_Transpose_validate_and_infer_types,2300,13600,7950.0,15900,2
SIMPLE_ov_op_exec,v1_Select_validate_and_infer_types,1200,5500,3350.0,6700,2
SIMPLE_ov_op_exec,util_ScatterElementsUpdateBase_validate_and_infer_types,700,9200,3050.0,12200,4
SIMPLE_ov_op_exec,v0_util_BinaryElementwiseArithmetic_visit_attributes,600,20400,913.540197461213,647700,709
SIMPLE_ov_op_exec,v3_ShapeOf_constant_fold,1400,21200,5508.333333333333,66100,12
SIMPLE_ov_op_exec,v4_Interpolate_validate_and_infer_types,1000,20600,3206.4102564102564,250100,78
SIMPLE_ov_op_exec,v4_SoftPlus_validate_and_infer_types,3100,3100,3100.0,3100,1
SIMPLE_ov_op_exec,v4_Interpolate_has_evaluate,100,1800,440.0,2200,5
SIMPLE_ov_op_exec,v0_MatMul_validate_and_infer_types,7800,7800,7800.0,7800,1
SIMPLE_ov_op_exec,v0_Parameter_visit_attributes,1500,152000,7000.0,245000,35
TYPE_LIST_ov_eval,v1_Subtract_evaluate$i64,100,435400,502.96712109061747,627200,1247
TYPE_LIST_ov_eval,v1_Equal_evaluate$i64,100,3100,149.68944099378882,24100,161
TYPE_LIST_ov_eval,v1_Less_evaluate$i64,100,4700,166.40625,21300,128
TYPE_LIST_ov_eval,v1_Select_evaluate$i64,100,3100,150.78864353312304,47800,317
TYPE_LIST_ov_eval,v1_Divide_evaluate$i64,100,2200,168.75,10800,64
TYPE_LIST_ov_eval,v0_Convert_in_et$f16,100,2300,151.5151515151515,10000,66
TYPE_LIST_ov_eval,Convert_out$f32,100,3100,251.72413793103448,7300,29
TYPE_LIST_ov_eval,v0_Convert_in_et$f32,100,2300,178.125,11400,64
TYPE_LIST_ov_eval,Convert_out$f16,100,1000,133.33333333333334,4400,33
ov__core,Model::get_ordered_ops,200,516900,12002.963671128107,12555100,1046
ov__core,Model::check_all_parameters_registered,300,61800,5900.0,259600,44
ov__core,Model::auto_detect_variables,100,26000,2209.5238095238096,46400,21
ov__core,Model::prerequirements,1900,2870500,135804.54545454544,5975400,44
ov__core,pass::GraphRewrite::apply_matcher_passes,400,52848600,421558.91891891893,233965200,555
ov__core,pass::Manager::run_passes,10400,347643000,16347535.802469136,1324150400,81
ov__core,MarkDequantization,9800,49800,14640.0,439200,30
ov__core,ConvertMOEToMOECompressed,400,33800,663.5650224215246,591900,892
ov__core,SoftmaxFusion,200,12700,268.06201550387595,172900,645
ov__core,MVNFusionWithoutConstants,400,14200,590.4325032765399,901000,1526
ov__core,MVNFusionWithConstantsInside,100,6800,426.34338138925295,650600,1526
ov__core,GroupNormalizationFusion,1700,13200,2762.31884057971,190600,69
ov__core,BroadcastElementwiseFusion,1100,11700,1723.841059602649,520600,302
ov__core,BroadcastTransition,400,31900,1025.6880733944954,1565200,1526
ov__core,KeepConstantsPrecisionAndAddConverts,600,20700,1295.8490566037735,343400,265
ov__core,KeepConstPrecision,9800,38400,13090.0,392700,30
ov__core,RMSFusion,400,17200,665.9645232815965,600700,902
ov__core,KeepDequantizationPrecision,9500,35700,13890.0,138900,10
ov__core,MarkFloatingPointRange,2100,9300,2586.3636363636365,170700,66
ov__core,MarkDivWithEps,500,49800,687.8923766816143,613600,892
ov__core,PropagateMarkUpReduceOpPath,700,21700,1893.5285053929122,1228900,649
ov__core,InitMarkReduceOpPath,600,9800,2450.0,24500,10
ov__core,PropagateDownDisableSensitivityForQuantized,1300,12800,2338.4615384615386,516800,221
ov__core,PropagateDownMarkToKeepInMixedPrecision,700,28700,1476.1760242792109,972800,659
ov__core,PropagateUpMarkToKeepInMixedPrecision,700,10400,1434.9013657056146,945600,659
ov__core,EnableDecompressionConvertConstantFolding,800,6700,3300.0,13200,4
ov__core,Node::can_constant_fold,100,29700,179.72639605292667,801400,4459
ov__core,Node::constant_fold,700,2167200,21848.10606060606,5767900,264
ov__core,Model::validate_nodes_and_infer_types,4200,763800,93953.60824742269,9113500,97
ov__core,DisableDecompressionConvertConstantFolding,1400,7100,4250.0,8500,2
ov__core,TransposeConvert,1200,9400,4566.666666666667,27400,6
ov__core,EliminateConvert,200,40200,258.2890070921986,1165400,4512
ov__core,RemoveFilteringBoxesBySize,2000,13400,7700.0,15400,2
ov__core,SubtractFusion,200,16900,1134.19689119171,875600,772
ov__core,ConvertQuantizeDequantize,5500,34000,8235.0,164700,20
ov__core,EliminatePad,200,14600,251.10864745011085,1132500,4510
ov__core,EliminateReduceReshape,200,14800,262.7937915742794,1185200,4510
ov__core,EliminateConvertNonZero,200,12800,232.26164079822615,1047500,4510
ov__core,EliminateConcat,200,29400,245.4988913525499,1107200,4510
ov__core,EliminateSplit,100,33600,236.0310421286031,1064500,4510
ov__core,EliminateTranspose,100,14900,225.23281596452327,1015800,4510
ov__core,EliminateEltwise,500,40100,1003.4368070953436,4525500,4510
ov__core,EliminateSplitConcat,100,19800,253.19290465631929,1141900,4510
ov__core,EliminateStridedSlice,100,14400,232.32815964523283,1047800,4510
ov__core,EliminateSlice,100,23500,239.20177383592016,1078800,4510
ov__core,EliminateConcatStridedSlice,200,16000,257.1618625277162,1159800,4510
ov__core,EliminateIdentity,100,21000,241.44124168514412,1088900,4510
ov__core,EliminateScatterUpdate,200,21500,294.30155210643017,1327300,4510
ov__core,EliminateReshape,100,35200,255.47671840354766,1152200,4510
ov__core,EliminateSqueeze,100,5500,223.4490010515247,425000,1902
ov__core,EliminateUnsqueeze,100,15200,231.23028391167193,439800,1902
ov__core,PrepareShapeOpsForEliminationAroundBE,200,4000,248.9729020979021,1139300,4576
ov__core,EliminateBroadcast,200,236300,317.7827050997783,1433200,4510
ov__core,EliminateNopBroadcast,200,44400,310.08869179600885,1398500,4510
ov__core,EliminateSliceBeforeGatherElements,100,34300,241.44124168514412,1088900,4510
ov__core,EliminateStridedSliceByShape,400,23900,545.7427937915743,2461300,4510
ov__core,EliminateGather,200,15900,278.7139689578714,1257000,4510
ov__core,PropagateNMSPath,3200,15000,9100.0,18200,2
ov__core,PullUnsqueezeThroughReduce,700,14000,2035.0,40700,20
ov__core,PullReshapeThroughReduce,700,9400,1510.0,30200,20
ov__core,LSTMCellFusionWithJointWeights,1100,17000,3105.0,62100,20
ov__core,LSTMCellFusionWithSplitWeights,1100,17500,2790.0,55800,20
ov__core,GRUCellFusion,900,20900,1732.608695652174,239100,138
ov__core,TransposeFQReduction,700,10800,1605.0,64200,40
ov__core,TransposeReduction,700,8500,1060.0,42400,40
ov__core,EliminateUnsqueezeGather,200,9200,278.0757097791798,176300,634
ov__core,SelectWithOneValueCondition,200,14700,309.93690851735016,196500,634
ov__core,ConvertScatterElementsToScatter,200,8900,303.7854889589905,192600,634
ov__core,SoftPlusFusion,200,4200,271.608832807571,172200,634
ov__core,SoftPlusToMishFusion,200,7200,331.38801261829656,210100,634
ov__core,SwishFusionWithSigmoid,200,14700,338.32807570977917,214500,634
ov__core,SwishFusionWithSigmoidWithBeta,200,4700,306.4668769716088,194300,634
ov__core,SwishFusionWithBeta,200,12600,312.77602523659306,198300,634
ov__core,SwishFusionWithoutBeta,200,6400,250.78864353312304,159000,634
ov__core,HSwishFusionWithReluDiv,200,12800,274.1324921135647,173800,634
ov__core,HSwishFusionWithReluMul,200,5100,281.54574132492115,178500,634
ov__core,HSwishFusionWithHSigmoid,200,5300,285.9621451104101,181300,634
ov__core,HSwishFusionWithClamp,200,5100,279.02208201892745,176900,634
ov__core,HSigmoidFusionWithReluDiv,200,16300,315.14195583596216,199800,634
ov__core,HSigmoidFusionWithReluMul,200,14700,293.05993690851733,185800,634
ov__core,HSigmoidFusionWithoutRelu,200,4800,227.602523659306,144300,634
ov__core,HSigmoidFusionWithClampMul,200,14000,292.90220820189273,185700,634
ov__core,HSigmoidFusionWithClampDiv,200,4600,226.49842271293375,143600,634
ov__core,NormalizeL2Fusion,500,13900,638.9589905362776,405100,634
ov__core,ClampFusion,500,9700,550.4731861198738,349000,634
ov__core,PadFusionAvgPool,200,8100,239.58990536277602,151900,634
ov__core,PadFusionConvolution,200,17200,396.0567823343849,251100,634
ov__core,PadFusionConvolutionBackpropData,200,4800,234.54258675078864,148700,634
ov__core,PadFusionGroupConvolution,200,5600,272.8706624605678,173000,634
ov__core,PadFusionGroupConvolutionBackpropData,200,12700,283.12302839116717,179500,634
ov__core,ReduceReshapeFusion,100,3900,225.39432176656152,142900,634
ov__core,DilatedConvolutionConverter,200,3900,226.49842271293375,143600,634
ov__core,GeluFusionWithErfOne,200,16000,367.82334384858046,233200,634
ov__core,GeluFusionWithErfTwo,200,5400,264.9842271293375,168000,634
ov__core,GeluFusionWithErfThree,200,13100,290.22082018927443,184000,634
ov__core,GeluFusionWithErfFour,200,11100,285.4889589905363,181000,634
ov__core,GeluFusionWithTanh,400,14200,654.8895899053628,415200,634
ov__core,GeluFusionWithTanhNoPower,200,5000,277.2870662460568,175800,634
ov__core,GeluFusionWithTanhNoPower2,600,18200,874.2902208201892,554300,634
ov__core,LeakyReluFusion,200,7600,229.33753943217667,145400,634
ov__core,RandomUniformFusion,200,33900,1085.0157728706624,687900,634
ov__core,ConvertTensorIteratorToLSTMSequence,200,10100,235.01577287066246,149000,634
ov__core,ConvertTensorIteratorToRNNSequence,200,6900,228.70662460567823,145000,634
ov__core,ConvertTensorIteratorToGRUSequence,200,9000,238.801261829653,151400,634
ov__core,ConvertLoopWithScatterUpdateToLSTMSequence,200,15100,280.2839116719243,177700,634
ov__core,ConvertLoopWithSlicedInputConcatOutputToLSTMSequence,200,4100,225.5520504731861,143000,634
ov__core,EliminateGatherWithRange,200,4300,224.13249211356467,142100,634
ov__core,FuseReverseLSTMSequence,200,12400,243.84858044164037,154600,634
ov__core,FuseLSTMSequencesToBidirectionalLSTMSequence,200,4000,222.71293375394322,141200,634
ov__core,SplitConcatPairToInterpolateFusion,200,4000,222.0820189274448,140800,634
