domain,name,min,max,avg,total,count
intel_gpu_plugin,CustomLayer::LoadFromFile,699,220599,110649.0,221298,2
intel_gpu_plugin,ProgramBuilder::CreateSingleLayerPrimitive,100,717599,11414.527386541471,7293883,639
intel_gpu_plugin,Program::init_graph,521200,1744800,1133000.0,2266000,2
intel_gpu_plugin,pass::select_preferred_formats,9660800,9660800,9660800.0,9660800,1
intel_gpu_plugin,Program::pre_optimize_graph,507800,45117800,22812800.0,45625600,2
intel_gpu_plugin,KernelsCache::BuildAll::GetProgramSource,35400,9085300,4560350.0,9120700,2
intel_gpu_plugin,KernelsCache::build_batch,530700,11578800,8681045.363636363,95491499,11
intel_gpu_plugin,KernelsCache::BuildAll,400,21130100,8586233.333333334,25758700,3
intel_gpu_plugin,pass::CompileGraph,24350300,462182500,243266400.0,486532800,2
intel_gpu_plugin,Program::post_optimize_graph,192099,611972200,306082149.5,612164299,2
intel_gpu_plugin,pass::BasicMemoryDependencies,97201,172500,134850.5,269701,2
intel_gpu_plugin,pass::SkippedBranchMemoryDependencies,526000,740100,633050.0,1266100,2
intel_gpu_plugin,pass::OooqMemoryDependencies,848000,1042201,945100.5,1890201,2
intel_gpu_plugin,pass::build_implementations,284399,24150400,12217399.5,24434799,2
intel_gpu_plugin,set_arguments: constant:refiner.conv.6.weight,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:project_mat.conv.weight,1000,1000,1000.0,1000,1
intel_gpu_plugin,set_arguments: constant:decoder.decode4.gru.ih.0.weight,3200,3200,3200.0,3200,1
intel_gpu_plugin,set_arguments: constant:decoder.decode4.gru.hh.0.weight,1099,1099,1099.0,1099,1
intel_gpu_plugin,set_arguments: constant:decoder.decode3.gru.ih.0.weight,1700,1700,1700.0,1700,1
intel_gpu_plugin,set_arguments: constant:decoder.decode3.gru.hh.0.weight,1700,1700,1700.0,1700,1
intel_gpu_plugin,set_arguments: constant:decoder.decode2.gru.ih.0.weight,2000,2000,2000.0,2000,1
intel_gpu_plugin,set_arguments: constant:decoder.decode2.gru.hh.0.weight,1800,1800,1800.0,1800,1
intel_gpu_plugin,set_arguments: constant:decoder.decode1.gru.ih.0.weight,1800,1800,1800.0,1800,1
intel_gpu_plugin,set_arguments: constant:decoder.decode1.gru.hh.0.weight,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:backbone.features.6.block.2.fc2.weight,1599,1599,1599.0,1599,1
intel_gpu_plugin,set_arguments: constant:backbone.features.6.block.2.fc1.weight,2200,2200,2200.0,2200,1
intel_gpu_plugin,set_arguments: constant:backbone.features.5.block.2.fc2.weight,1600,1600,1600.0,1600,1
intel_gpu_plugin,set_arguments: constant:backbone.features.5.block.2.fc1.weight,2000,2000,2000.0,2000,1
intel_gpu_plugin,set_arguments: constant:backbone.features.4.block.2.fc2.weight,1801,1801,1801.0,1801,1
intel_gpu_plugin,set_arguments: constant:backbone.features.4.block.2.fc1.weight,1800,1800,1800.0,1800,1
intel_gpu_plugin,set_arguments: constant:backbone.features.15.block.2.fc2.weight,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:backbone.features.15.block.2.fc1.weight,2400,2400,2400.0,2400,1
intel_gpu_plugin,set_arguments: constant:backbone.features.14.block.2.fc2.weight,1199,1199,1199.0,1199,1
intel_gpu_plugin,set_arguments: constant:backbone.features.14.block.2.fc1.weight,2601,2601,2601.0,2601,1
intel_gpu_plugin,set_arguments: constant:backbone.features.13.block.2.fc2.weight,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:backbone.features.13.block.2.fc1.weight,1101,1101,1101.0,1101,1
intel_gpu_plugin,set_arguments: constant:backbone.features.12.block.2.fc2.weight,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:backbone.features.12.block.2.fc1.weight,2101,2101,2101.0,2101,1
intel_gpu_plugin,set_arguments: constant:backbone.features.11.block.2.fc2.weight,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:backbone.features.11.block.2.fc1.weight,1401,1401,1401.0,1401,1
intel_gpu_plugin,set_arguments: constant:aspp.aspp2.1.weight,1301,1301,1301.0,1301,1
intel_gpu_plugin,set_arguments: constant:Reshape_99,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:Reshape_949,1200,1200,1200.0,1200,1
intel_gpu_plugin,set_arguments: constant:Reshape_850,1700,1700,1700.0,1700,1
intel_gpu_plugin,set_arguments: constant:Reshape_708,1501,1501,1501.0,1501,1
intel_gpu_plugin,set_arguments: constant:Reshape_569,1099,1099,1099.0,1099,1
intel_gpu_plugin,set_arguments: constant:Reshape_46,2400,2400,2400.0,2400,1
intel_gpu_plugin,set_arguments: constant:Reshape_431,1800,1800,1800.0,1800,1
intel_gpu_plugin,set_arguments: constant:Reshape_337,2100,2100,2100.0,2100,1
intel_gpu_plugin,set_arguments: constant:Reshape_244,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:Reshape_2379,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:Reshape_2329,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:Reshape_1827,1301,1301,1301.0,1301,1
intel_gpu_plugin,set_arguments: constant:Reshape_1682,2001,2001,2001.0,2001,1
intel_gpu_plugin,set_arguments: constant:Reshape_1538,2000,2000,2000.0,2000,1
intel_gpu_plugin,set_arguments: constant:Reshape_150,1900,1900,1900.0,1900,1
intel_gpu_plugin,set_arguments: constant:Reshape_1393,2199,2199,2199.0,2199,1
intel_gpu_plugin,set_arguments: constant:Reshape_1249,1900,1900,1900.0,1900,1
intel_gpu_plugin,set_arguments: constant:Reshape_1149,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:Reshape_1049,1700,1700,1700.0,1700,1
intel_gpu_plugin,set_arguments: constant:983,1499,1499,1499.0,1499,1
intel_gpu_plugin,set_arguments: constant:980,1600,1600,1600.0,1600,1
intel_gpu_plugin,set_arguments: constant:977,1800,1800,1800.0,1800,1
intel_gpu_plugin,set_arguments: constant:974,2099,2099,2099.0,2099,1
intel_gpu_plugin,set_arguments: constant:971,1600,1600,1600.0,1600,1
intel_gpu_plugin,set_arguments: constant:968,1700,1700,1700.0,1700,1
intel_gpu_plugin,set_arguments: constant:965,1699,1699,1699.0,1699,1
intel_gpu_plugin,set_arguments: constant:962,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:959,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:956,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:950,1699,1699,1699.0,1699,1
intel_gpu_plugin,set_arguments: constant:947,1599,1599,1599.0,1599,1
intel_gpu_plugin,set_arguments: constant:941,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:938,1299,1299,1299.0,1299,1
intel_gpu_plugin,set_arguments: constant:932,1201,1201,1201.0,1201,1
intel_gpu_plugin,set_arguments: constant:929,2600,2600,2600.0,2600,1
intel_gpu_plugin,set_arguments: constant:923,2499,2499,2499.0,2499,1
intel_gpu_plugin,set_arguments: constant:920,2100,2100,2100.0,2100,1
intel_gpu_plugin,set_arguments: constant:914,1400,1400,1400.0,1400,1
intel_gpu_plugin,set_arguments: constant:911,1501,1501,1501.0,1501,1
intel_gpu_plugin,set_arguments: constant:905,1100,1100,1100.0,1100,1
intel_gpu_plugin,set_arguments: constant:902,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:896,1900,1900,1900.0,1900,1
intel_gpu_plugin,set_arguments: constant:893,1300,1300,1300.0,1300,1
intel_gpu_plugin,set_arguments: constant:887,2400,2400,2400.0,2400,1
intel_gpu_plugin,set_arguments: constant:884,2800,2800,2800.0,2800,1
intel_gpu_plugin,set_arguments: constant:878,1699,1699,1699.0,1699,1
intel_gpu_plugin,set_arguments: constant:875,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:869,1501,1501,1501.0,1501,1
intel_gpu_plugin,set_arguments: constant:866,1100,1100,1100.0,1100,1
intel_gpu_plugin,set_arguments: constant:860,2200,2200,2200.0,2200,1
intel_gpu_plugin,set_arguments: constant:857,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:851,1301,1301,1301.0,1301,1
intel_gpu_plugin,set_arguments: constant:848,1200,1200,1200.0,1200,1
intel_gpu_plugin,set_arguments: constant:842,1500,1500,1500.0,1500,1
intel_gpu_plugin,set_arguments: constant:839,1501,1501,1501.0,1501,1
intel_gpu_plugin,set_arguments: constant:833,2800,2800,2800.0,2800,1
intel_gpu_plugin,set_arguments: constant:830,3399,3399,3399.0,3399,1
intel_gpu_plugin,set_arguments: constant:824,1801,1801,1801.0,1801,1
intel_gpu_plugin,set_arguments: constant:refiner.conv.6.weight_weights_reorder_84,43099,95100,69099.5,138199,2
intel_gpu_plugin,set_arguments: constant:project_mat.conv.weight_weights_reorder_79,16800,30801,23800.5,47601,2
intel_gpu_plugin,set_arguments: constant:decoder.decode4.gru.ih.0.weight_weights_reorder_66,16600,23500,20050.0,40100,2
intel_gpu_plugin,set_arguments: constant:decoder.decode4.gru.hh.0.weight_weights_reorder_67,12700,31000,21850.0,43700,2
intel_gpu_plugin,set_arguments: constant:decoder.decode3.gru.ih.0.weight_weights_reorder_69,12800,32000,22400.0,44800,2
intel_gpu_plugin,set_arguments: constant:decoder.decode3.gru.hh.0.weight_weights_reorder_70,11701,48600,30150.5,60301,2
intel_gpu_plugin,set_arguments: constant:decoder.decode2.gru.ih.0.weight_weights_reorder_72,11601,33601,22601.0,45202,2
intel_gpu_plugin,set_arguments: constant:decoder.decode2.gru.hh.0.weight_weights_reorder_73,13700,31100,22400.0,44800,2
intel_gpu_plugin,set_arguments: constant:decoder.decode1.gru.ih.0.weight_weights_reorder_75,13000,31700,22350.0,44700,2
intel_gpu_plugin,set_arguments: constant:decoder.decode1.gru.hh.0.weight_weights_reorder_76,11100,27000,19050.0,38100,2
intel_gpu_plugin,set_arguments: constant:backbone.features.6.block.2.fc2.weight_weights_reorder_24,11800,35000,23400.0,46800,2
intel_gpu_plugin,set_arguments: constant:backbone.features.6.block.2.fc1.weight_weights_reorder_23,12699,26601,19650.0,39300,2
intel_gpu_plugin,set_arguments: constant:backbone.features.5.block.2.fc2.weight_weights_reorder_19,13900,27300,20600.0,41200,2
intel_gpu_plugin,set_arguments: constant:backbone.features.5.block.2.fc1.weight_weights_reorder_18,15300,26800,21050.0,42100,2
intel_gpu_plugin,set_arguments: constant:backbone.features.4.block.2.fc2.weight_weights_reorder_14,17400,29800,23600.0,47200,2
intel_gpu_plugin,set_arguments: constant:backbone.features.4.block.2.fc1.weight_weights_reorder_13,12200,31000,21600.0,43200,2
intel_gpu_plugin,set_arguments: constant:backbone.features.15.block.2.fc2.weight_weights_reorder_61,18200,26400,22300.0,44600,2
intel_gpu_plugin,set_arguments: constant:backbone.features.15.block.2.fc1.weight_weights_reorder_60,29700,42299,35999.5,71999,2
intel_gpu_plugin,set_arguments: constant:backbone.features.14.block.2.fc2.weight_weights_reorder_56,20900,29701,25300.5,50601,2
intel_gpu_plugin,set_arguments: constant:backbone.features.14.block.2.fc1.weight_weights_reorder_55,13200,26001,19600.5,39201,2
intel_gpu_plugin,set_arguments: constant:backbone.features.13.block.2.fc2.weight_weights_reorder_51,12799,26300,19549.5,39099,2
intel_gpu_plugin,set_arguments: constant:backbone.features.13.block.2.fc1.weight_weights_reorder_50,12501,25900,19200.5,38401,2
intel_gpu_plugin,set_arguments: constant:backbone.features.12.block.2.fc2.weight_weights_reorder_46,13301,22901,18101.0,36202,2
intel_gpu_plugin,set_arguments: constant:backbone.features.12.block.2.fc1.weight_weights_reorder_45,26100,52600,39350.0,78700,2
intel_gpu_plugin,set_arguments: constant:backbone.features.11.block.2.fc2.weight_weights_reorder_41,16000,31000,23500.0,47000,2
intel_gpu_plugin,set_arguments: constant:backbone.features.11.block.2.fc1.weight_weights_reorder_40,15400,24399,19899.5,39799,2
intel_gpu_plugin,set_arguments: constant:aspp.aspp2.1.weight_weights_reorder_64,13400,30401,21900.5,43801,2
intel_gpu_plugin,set_arguments: constant:Reshape_99_weights_reorder_0,14500,28601,21550.5,43101,2
intel_gpu_plugin,set_arguments: constant:Reshape_949_weights_reorder_30,12000,29399,20699.5,41399,2
intel_gpu_plugin,set_arguments: constant:Reshape_850_weights_reorder_27,14100,27501,20800.5,41601,2
intel_gpu_plugin,set_arguments: constant:Reshape_708_weights_reorder_22,12701,23000,17850.5,35701,2
intel_gpu_plugin,set_arguments: constant:Reshape_569_weights_reorder_17,11801,23800,17800.5,35601,2
intel_gpu_plugin,set_arguments: constant:Reshape_46_weights_reorder_1,12601,40501,26551.0,53102,2
intel_gpu_plugin,set_arguments: constant:Reshape_431_weights_reorder_12,14000,20700,17350.0,34700,2
intel_gpu_plugin,set_arguments: constant:Reshape_337_weights_reorder_9,18001,22700,20350.5,40701,2
intel_gpu_plugin,set_arguments: constant:Reshape_244_weights_reorder_6,22300,26400,24350.0,48700,2
intel_gpu_plugin,set_arguments: constant:Reshape_2379_weights_reorder_80,18001,21000,19500.5,39001,2
intel_gpu_plugin,set_arguments: constant:Reshape_2329_weights_reorder_81,21900,27901,24900.5,49801,2
intel_gpu_plugin,set_arguments: constant:Reshape_1827_weights_reorder_59,15801,25200,20500.5,41001,2
intel_gpu_plugin,set_arguments: constant:Reshape_1682_weights_reorder_54,14999,31099,23049.0,46098,2
intel_gpu_plugin,set_arguments: constant:Reshape_1538_weights_reorder_49,12400,22000,17200.0,34400,2
intel_gpu_plugin,set_arguments: constant:Reshape_150_weights_reorder_3,15800,24000,19900.0,39800,2
intel_gpu_plugin,set_arguments: constant:Reshape_1393_weights_reorder_44,15199,37800,26499.5,52999,2
intel_gpu_plugin,set_arguments: constant:Reshape_1249_weights_reorder_39,15200,25200,20200.0,40400,2
intel_gpu_plugin,set_arguments: constant:Reshape_1149_weights_reorder_36,24500,25100,24800.0,49600,2
intel_gpu_plugin,set_arguments: constant:Reshape_1049_weights_reorder_33,22201,24101,23151.0,46302,2
intel_gpu_plugin,set_arguments: constant:983_weights_reorder_83,16899,22500,19699.5,39399,2
intel_gpu_plugin,set_arguments: constant:980_weights_reorder_82,14800,20900,17850.0,35700,2
intel_gpu_plugin,set_arguments: constant:977_weights_reorder_78,14199,28800,21499.5,42999,2
intel_gpu_plugin,set_arguments: constant:974_weights_reorder_77,15999,21699,18849.0,37698,2
intel_gpu_plugin,set_arguments: constant:971_weights_reorder_74,21400,25199,23299.5,46599,2
intel_gpu_plugin,set_arguments: constant:968_weights_reorder_71,18500,23100,20800.0,41600,2
intel_gpu_plugin,set_arguments: constant:965_weights_reorder_68,13600,22700,18150.0,36300,2
intel_gpu_plugin,set_arguments: constant:962_weights_reorder_65,11599,21199,16399.0,32798,2
intel_gpu_plugin,set_arguments: constant:959_weights_reorder_63,13100,23000,18050.0,36100,2
intel_gpu_plugin,set_arguments: constant:956_weights_reorder_62,12600,26100,19350.0,38700,2
intel_gpu_plugin,set_arguments: constant:950_weights_reorder_58,19100,28299,23699.5,47399,2
intel_gpu_plugin,set_arguments: constant:947_weights_reorder_57,17899,54801,36350.0,72700,2
intel_gpu_plugin,set_arguments: constant:941_weights_reorder_53,15700,21401,18550.5,37101,2
intel_gpu_plugin,set_arguments: constant:938_weights_reorder_52,12500,20500,16500.0,33000,2
intel_gpu_plugin,set_arguments: constant:932_weights_reorder_48,13299,22000,17649.5,35299,2
intel_gpu_plugin,set_arguments: constant:929_weights_reorder_47,13799,25099,19449.0,38898,2
intel_gpu_plugin,set_arguments: constant:923_weights_reorder_43,14201,23900,19050.5,38101,2
intel_gpu_plugin,set_arguments: constant:920_weights_reorder_42,18600,26500,22550.0,45100,2
intel_gpu_plugin,set_arguments: constant:914_weights_reorder_38,14300,25699,19999.5,39999,2
intel_gpu_plugin,set_arguments: constant:911_weights_reorder_37,12201,29899,21050.0,42100,2
intel_gpu_plugin,set_arguments: constant:905_weights_reorder_35,12299,34099,23199.0,46398,2
intel_gpu_plugin,set_arguments: constant:902_weights_reorder_34,14199,25701,19950.0,39900,2
intel_gpu_plugin,set_arguments: constant:896_weights_reorder_32,13400,22600,18000.0,36000,2
intel_gpu_plugin,set_arguments: constant:893_weights_reorder_31,17000,22799,19899.5,39799,2
intel_gpu_plugin,set_arguments: constant:887_weights_reorder_29,12999,53300,33149.5,66299,2
intel_gpu_plugin,set_arguments: constant:884_weights_reorder_28,14001,25900,19950.5,39901,2
intel_gpu_plugin,set_arguments: constant:878_weights_reorder_26,17101,19400,18250.5,36501,2
intel_gpu_plugin,set_arguments: constant:875_weights_reorder_25,13000,22401,17700.5,35401,2
intel_gpu_plugin,set_arguments: constant:869_weights_reorder_21,11700,29000,20350.0,40700,2
intel_gpu_plugin,set_arguments: constant:866_weights_reorder_20,12600,22800,17700.0,35400,2
intel_gpu_plugin,set_arguments: constant:860_weights_reorder_16,13000,25101,19050.5,38101,2
intel_gpu_plugin,set_arguments: constant:857_weights_reorder_15,15600,27600,21600.0,43200,2
intel_gpu_plugin,set_arguments: constant:851_weights_reorder_11,12500,31400,21950.0,43900,2
intel_gpu_plugin,set_arguments: constant:848_weights_reorder_10,13600,24200,18900.0,37800,2
intel_gpu_plugin,set_arguments: constant:842_weights_reorder_8,12000,26401,19200.5,38401,2
intel_gpu_plugin,set_arguments: constant:839_weights_reorder_7,13900,19500,16700.0,33400,2
intel_gpu_plugin,set_arguments: constant:833_weights_reorder_5,15000,22199,18599.5,37199,2
intel_gpu_plugin,set_arguments: constant:830_weights_reorder_4,13199,35700,24449.5,48899,2
intel_gpu_plugin,set_arguments: constant:824_weights_reorder_2,11400,26499,18949.5,37899,2
intel_gpu_plugin,constant:refiner.conv.6.weight::prepare,15100,15100,15100.0,15100,1
intel_gpu_plugin,constant:refiner.conv.6.weight::execute,2700,2700,2700.0,2700,1
intel_gpu_plugin,constant:project_mat.conv.weight::prepare,8600,8600,8600.0,8600,1
intel_gpu_plugin,constant:project_mat.conv.weight::execute,2299,2299,2299.0,2299,1
intel_gpu_plugin,constant:decoder.decode4.gru.ih.0.weight::prepare,12400,12400,12400.0,12400,1
intel_gpu_plugin,constant:decoder.decode4.gru.ih.0.weight::execute,2599,2599,2599.0,2599,1
intel_gpu_plugin,constant:decoder.decode4.gru.hh.0.weight::prepare,8600,8600,8600.0,8600,1
intel_gpu_plugin,constant:decoder.decode4.gru.hh.0.weight::execute,2700,2700,2700.0,2700,1
intel_gpu_plugin,constant:decoder.decode3.gru.ih.0.weight::prepare,14001,14001,14001.0,14001,1
intel_gpu_plugin,constant:decoder.decode3.gru.ih.0.weight::execute,3300,3300,3300.0,3300,1
intel_gpu_plugin,constant:decoder.decode3.gru.hh.0.weight::prepare,12000,12000,12000.0,12000,1
intel_gpu_plugin,constant:decoder.decode3.gru.hh.0.weight::execute,3101,3101,3101.0,3101,1
intel_gpu_plugin,constant:decoder.decode2.gru.ih.0.weight::prepare,8400,8400,8400.0,8400,1
intel_gpu_plugin,constant:decoder.decode2.gru.ih.0.weight::execute,2701,2701,2701.0,2701,1
intel_gpu_plugin,constant:decoder.decode2.gru.hh.0.weight::prepare,11500,11500,11500.0,11500,1
intel_gpu_plugin,constant:decoder.decode2.gru.hh.0.weight::execute,2599,2599,2599.0,2599,1
intel_gpu_plugin,constant:decoder.decode1.gru.ih.0.weight::prepare,9000,9000,9000.0,9000,1
intel_gpu_plugin,constant:decoder.decode1.gru.ih.0.weight::execute,2300,2300,2300.0,2300,1
intel_gpu_plugin,constant:decoder.decode1.gru.hh.0.weight::prepare,36800,36800,36800.0,36800,1
intel_gpu_plugin,constant:decoder.decode1.gru.hh.0.weight::execute,3300,3300,3300.0,3300,1
intel_gpu_plugin,constant:backbone.features.6.block.2.fc2.weight::prepare,14001,14001,14001.0,14001,1
intel_gpu_plugin,constant:backbone.features.6.block.2.fc2.weight::execute,4800,4800,4800.0,4800,1
intel_gpu_plugin,constant:backbone.features.6.block.2.fc1.weight::prepare,11801,11801,11801.0,11801,1
intel_gpu_plugin,constant:backbone.features.6.block.2.fc1.weight::execute,3100,3100,3100.0,3100,1
intel_gpu_plugin,constant:backbone.features.5.block.2.fc2.weight::prepare,11000,11000,11000.0,11000,1
intel_gpu_plugin,constant:backbone.features.5.block.2.fc2.weight::execute,2601,2601,2601.0,2601,1
intel_gpu_plugin,constant:backbone.features.5.block.2.fc1.weight::prepare,12100,12100,12100.0,12100,1
intel_gpu_plugin,constant:backbone.features.5.block.2.fc1.weight::execute,3400,3400,3400.0,3400,1
intel_gpu_plugin,constant:backbone.features.4.block.2.fc2.weight::prepare,11099,11099,11099.0,11099,1
intel_gpu_plugin,constant:backbone.features.4.block.2.fc2.weight::execute,2400,2400,2400.0,2400,1
intel_gpu_plugin,constant:backbone.features.4.block.2.fc1.weight::prepare,14200,14200,14200.0,14200,1
intel_gpu_plugin,constant:backbone.features.4.block.2.fc1.weight::execute,3999,3999,3999.0,3999,1
intel_gpu_plugin,constant:backbone.features.15.block.2.fc2.weight::prepare,15400,15400,15400.0,15400,1
